p1_1st_serve_success_ratio,p1_1st_serve_win_ratio,p1_2nd_serve_win_ratio,p2_1st_serve_success_ratio,p2_1st_serve_win_ratio,p2_2nd_serve_win_ratio,p1_ace_count2r,p2_ace_count2r,p1_unf_err_count2r,p2_unf_err_count2r,speed_mph,serve_width,serve_depth,continuous_wins_p1,continuous_wins_p2,server,serve_no,elapsed_time,p1_Players_run_distance_difference,p2_Players_run_distance_difference,p1_server,p2_server,p1_score,p2_score,point_no,p1_Player_socre_margin,p2_Player_socre_margin
0.666666667,0.583333333,0.5,0.928571429,0.714285714,0.333333333,1,0,1,0,124,3,2,0,1,1,1,00:28:02,-0.358,-0.358,1,1,30,30,47,0,0
0.666666667,0.583333333,0.444444444,0.928571429,0.714285714,0.333333333,0,0,2,0,107,1,2,1,0,1,2,00:28:37,-2.74,-2.74,1,1,40,30,48,10,10
0.615384615,0.538461538,0.444444444,0.928571429,0.714285714,0.333333333,0,0,2,0,129,5,2,0,1,1,1,00:29:08,3.771,3.771,1,1,40,40,49,0,0
0.642857143,0.571428571,0.444444444,0.928571429,0.714285714,0.333333333,0,0,2,0,130,2,2,0,2,1,1,00:29:35,-1.627,-1.627,1,1,40,60,50,-20,-20
0.642857143,0.571428571,0.5,0.928571429,0.714285714,0.333333333,0,0,1,0,109,4,2,0,0,1,2,00:30:38,-0.652,-0.652,1,1,40,60,52,-20,-20
0.642857143,0.571428571,0.454545455,0.928571429,0.714285714,0.333333333,1,0,0,0,118,4,2,0,0,1,2,00:31:14,-0.126,-0.126,1,1,40,40,53,0,0
0.642857143,0.571428571,0.5,0.928571429,0.714285714,0.333333333,1,0,0,0,102,5,1,1,0,1,2,00:31:41,-0.265,-0.265,1,1,60,40,54,20,20
0.642857143,0.571428571,0.5,0.933333333,0.733333333,0.333333333,1,0,0,0,119,2,2,0,0,2,1,00:32:25,1.846,1.846,2,2,0,0,55,0,0
0.642857143,0.571428571,0.5,0.875,0.6875,0.333333333,0,1,0,0,121,4,1,0,1,2,1,00:32:44,-0.224,-0.224,2,2,0,15,56,-15,-15
0.642857143,0.571428571,0.5,0.882352941,0.705882353,0.333333333,0,1,0,0,124,5,1,0,2,2,1,00:33:01,1.125,1.125,2,2,0,30,57,-30,-30
0.642857143,0.571428571,0.5,0.888888889,0.666666667,0.333333333,0,1,0,0,122,2,2,0,3,2,1,00:33:18,2.837,2.837,2,2,0,40,58,-40,-40
0.642857143,0.571428571,0.5,0.894736842,0.684210526,0.333333333,0,0,0,0,124,5,1,1,0,2,1,00:33:49,3.813,3.813,2,2,15,40,59,-25,-25
0.666666667,0.6,0.5,0.894736842,0.684210526,0.333333333,0,0,0,0,123,3,2,0,0,1,1,00:35:16,0.321,0.321,1,1,0,0,60,0,0
0.625,0.5625,0.5,0.894736842,0.684210526,0.333333333,1,0,0,0,123,5,1,1,0,1,1,00:35:49,-0.098,-0.098,1,1,15,0,61,15,15
0.625,0.5625,0.461538462,0.894736842,0.684210526,0.333333333,1,0,1,0,120,1,2,2,0,1,2,00:36:13,-1.484,-1.484,1,1,30,0,62,30,30
0.588235294,0.529411765,0.461538462,0.894736842,0.684210526,0.333333333,2,0,1,0,122,3,2,0,0,1,1,00:37:55,0.354,0.354,1,1,40,15,64,25,25
0.588235294,0.529411765,0.461538462,0.9,0.65,0.333333333,1,0,1,1,119,5,1,0,0,2,1,00:40:13,2.545,2.545,2,2,0,0,65,0,0
0.588235294,0.529411765,0.461538462,0.904761905,0.666666667,0.333333333,1,0,0,1,122,5,1,1,0,2,1,00:40:43,2.11,2.11,2,2,15,0,66,15,15
0.588235294,0.529411765,0.461538462,0.909090909,0.636363636,0.333333333,0,0,0,2,125,1,1,0,1,2,1,00:41:06,-4.409,-4.409,2,2,15,15,67,0,0
0.588235294,0.529411765,0.461538462,0.909090909,0.636363636,0.4,0,0,0,1,107,3,2,1,0,2,2,00:41:43,-0.301,-0.301,2,2,30,15,68,15,15
0.588235294,0.529411765,0.461538462,0.913043478,0.652173913,0.4,0,0,0,1,130,4,1,0,1,2,1,00:42:17,1.037,1.037,2,2,30,30,69,0,0
0.588235294,0.529411765,0.461538462,0.916666667,0.625,0.4,0,0,0,1,124,4,2,0,2,2,1,00:42:36,0.874,0.874,2,2,30,40,70,-10,-10
0.588235294,0.529411765,0.461538462,0.916666667,0.625,0.363636364,0,0,0,1,103,5,1,1,0,2,2,00:43:00,0.718,0.718,2,2,40,40,71,0,0
0.588235294,0.529411765,0.461538462,0.916666667,0.625,0.333333333,0,0,0,1,114,4,2,2,0,2,2,00:43:55,-3.041,-3.041,2,2,60,40,72,20,20
0.555555556,0.5,0.461538462,0.916666667,0.625,0.333333333,1,0,0,0,130,4,2,0,0,1,1,00:45:25,0.309,0.309,1,1,0,0,73,0,0
0.526315789,0.473684211,0.461538462,0.916666667,0.625,0.333333333,2,0,0,0,124,4,2,1,0,1,1,00:45:42,-0.205,-0.205,1,1,15,0,74,15,15
0.55,0.45,0.461538462,0.916666667,0.625,0.333333333,2,0,1,0,125,5,1,2,0,1,1,00:45:58,-0.083,-0.083,1,1,30,0,75,30,30
0.55,0.45,0.5,0.916666667,0.625,0.333333333,1,0,1,0,102,2,2,0,1,1,2,00:46:17,-1.544,-1.544,1,1,30,15,76,15,15
0.571428571,0.476190476,0.5,0.916666667,0.625,0.333333333,0,0,1,0,130,4,1,1,0,1,1,00:46:50,-7.397,-7.397,1,1,40,15,77,25,25
0.571428571,0.476190476,0.5,0.92,0.6,0.333333333,0,0,0,1,116,2,2,0,0,2,1,00:47:25,6.28,6.28,2,2,0,0,78,0,0
0.571428571,0.476190476,0.5,0.92,0.6,0.384615385,0,0,1,1,109,3,2,1,0,2,2,00:48:02,2.337,2.337,2,2,15,0,79,15,15
0.571428571,0.476190476,0.5,0.92,0.6,0.357142857,0,0,1,2,106,2,2,0,1,2,2,00:48:43,-1.432,-1.432,2,2,15,15,80,0,0
0.571428571,0.476190476,0.5,0.923076923,0.615384615,0.357142857,0,0,1,1,112,1,2,1,0,2,1,00:49:21,-0.604,-0.604,2,2,30,15,81,15,15
0.571428571,0.476190476,0.5,0.888888889,0.592592593,0.357142857,0,0,0,1,121,4,1,0,1,2,1,00:49:41,0.203,0.203,2,2,30,30,82,0,0
0.571428571,0.476190476,0.5,0.892857143,0.607142857,0.357142857,0,0,0,0,113,5,1,0,2,2,1,00:49:58,0.78,0.78,2,2,30,40,83,-10,-10
0.571428571,0.476190476,0.533333333,0.892857143,0.607142857,0.357142857,0,0,0,0,116,4,2,0,0,1,2,00:51:29,2.643,2.643,1,1,0,0,84,0,0
0.590909091,0.5,0.533333333,0.892857143,0.607142857,0.357142857,0,0,0,0,124,2,2,1,0,1,1,00:52:07,0.623,0.623,1,1,15,0,85,15,15
0.590909091,0.5,0.5625,0.892857143,0.607142857,0.357142857,0,0,0,0,106,4,2,2,0,1,2,00:52:29,-0.803,-0.803,1,1,30,0,86,30,30
0.608695652,0.47826087,0.5625,0.892857143,0.607142857,0.357142857,0,0,1,0,127,5,1,3,0,1,1,00:52:58,-2.723,-2.723,1,1,40,0,87,40,40
0.583333333,0.458333333,0.5625,0.892857143,0.607142857,0.357142857,0,0,1,0,120,5,2,0,1,1,1,00:53:23,-4.622,-4.622,1,1,40,15,88,25,25
0.583333333,0.458333333,0.5625,0.896551724,0.620689655,0.357142857,0,0,1,0,124,5,1,0,0,2,1,00:53:55,0.677,0.677,2,2,0,0,89,0,0
0.583333333,0.458333333,0.5625,0.9,0.6,0.357142857,0,0,0,1,122,4,2,0,1,2,1,00:54:11,0.202,0.202,2,2,0,15,90,-15,-15
0.583333333,0.458333333,0.5625,0.9,0.6,0.4,0,0,1,1,107,3,2,1,0,2,2,00:55:02,2.391,2.391,2,2,30,15,92,15,15
0.583333333,0.458333333,0.5625,0.903225806,0.580645161,0.4,0,0,1,1,119,4,2,0,1,2,1,00:55:38,0.193,0.193,2,2,30,30,93,0,0
0.583333333,0.458333333,0.5625,0.90625,0.5625,0.4,0,0,1,0,116,5,1,1,0,2,1,00:56:06,6.602,6.602,2,2,40,30,94,10,10
0.583333333,0.458333333,0.588235294,0.90625,0.5625,0.4,0,0,0,0,103,3,2,0,0,1,2,00:57:47,-0.776,-0.776,1,1,0,0,95,0,0
0.56,0.44,0.588235294,0.90625,0.5625,0.4,0,0,0,0,128,2,2,0,0,1,1,00:58:49,-0.298,-0.298,1,1,15,15,97,0,0
0.576923077,0.461538462,0.588235294,0.90625,0.5625,0.4,0,0,0,0,121,4,2,1,0,1,1,00:59:07,-0.534,-0.534,1,1,30,15,98,15,15
0.592592593,0.481481481,0.588235294,0.90625,0.5625,0.4,1,0,0,0,133,4,2,2,0,1,1,00:59:24,0.037,0.037,1,1,40,15,99,25,25
0.592592593,0.481481481,0.588235294,0.90625,0.5625,0.375,1,0,0,0,105,4,2,0,0,2,2,01:00:12,0.074,0.074,2,2,0,0,100,0,0
0.592592593,0.481481481,0.588235294,0.90625,0.5625,0.352941176,1,0,0,0,101,5,1,0,1,2,2,01:00:40,2.935,2.935,2,2,0,15,101,-15,-15
0.592592593,0.481481481,0.588235294,0.90625,0.5625,0.388888889,0,0,1,0,104,4,2,1,0,2,2,01:01:12,0.663,0.663,2,2,15,15,102,0,0
0.592592593,0.481481481,0.588235294,0.909090909,0.545454545,0.388888889,0,0,1,0,117,4,2,0,0,2,1,01:02:13,-0.715,-0.715,2,2,30,30,104,0,0
0.592592593,0.481481481,0.588235294,0.911764706,0.558823529,0.388888889,0,0,1,0,125,2,1,1,0,2,1,01:02:37,6.416,6.416,2,2,40,30,105,10,10
0.592592593,0.481481481,0.588235294,0.914285714,0.542857143,0.388888889,0,0,0,1,122,5,2,0,1,2,1,01:03:18,2.986,2.986,2,2,40,40,106,0,0
0.592592593,0.481481481,0.588235294,0.916666667,0.527777778,0.388888889,0,0,0,2,123,2,2,1,0,2,1,01:03:42,0.575,0.575,2,2,60,40,107,20,20
0.592592593,0.481481481,0.611111111,0.916666667,0.527777778,0.388888889,0,0,0,2,109,1,2,0,0,1,2,01:05:37,-1.048,-1.048,1,1,0,0,108,0,0
0.607142857,0.5,0.611111111,0.916666667,0.527777778,0.388888889,0,0,0,2,120,2,2,1,0,1,1,01:06:05,-5.994,-5.994,1,1,15,0,109,15,15
0.607142857,0.5,0.631578947,0.916666667,0.527777778,0.388888889,0,0,0,1,107,4,1,2,0,1,2,01:06:26,-0.731,-0.731,1,1,30,0,110,30,30
0.620689655,0.517241379,0.631578947,0.916666667,0.527777778,0.388888889,0,0,0,1,128,2,2,3,0,1,1,01:07:08,-0.32,-0.32,1,1,40,0,111,40,40
0.620689655,0.517241379,0.631578947,0.918918919,0.540540541,0.388888889,0,0,0,0,123,4,2,0,0,2,1,01:08:21,1.1,1.1,2,2,0,0,112,0,0
0.620689655,0.517241379,0.631578947,0.921052632,0.552631579,0.388888889,0,0,0,0,100,5,1,0,1,2,1,01:08:39,2.093,2.093,2,2,0,15,113,-15,-15
0.620689655,0.517241379,0.631578947,0.921052632,0.552631579,0.368421053,0,0,0,1,106,4,1,0,2,2,2,01:08:57,1.101,1.101,2,2,0,30,114,-30,-30
0.620689655,0.517241379,0.631578947,0.923076923,0.538461538,0.368421053,0,0,0,1,119,4,2,1,0,2,1,01:09:26,-4.499,-4.499,2,2,15,30,115,-15,-15
0.620689655,0.517241379,0.631578947,0.923076923,0.538461538,0.35,0,0,0,2,112,2,2,2,0,2,2,01:10:04,2.257,2.257,2,2,30,30,116,0,0
0.620689655,0.517241379,0.631578947,0.925,0.55,0.35,0,0,1,1,121,1,2,3,0,2,1,01:10:48,2.026,2.026,2,2,40,30,117,10,10
0.620689655,0.517241379,0.631578947,0.926829268,0.56097561,0.35,0,0,1,1,126,5,1,0,1,2,1,01:11:12,2.45,2.45,2,2,40,40,118,0,0
0.620689655,0.517241379,0.631578947,0.928571429,0.571428571,0.35,0,1,1,0,124,5,1,0,2,2,1,01:11:31,-0.089,-0.089,2,2,40,60,119,-20,-20
0.633333333,0.533333333,0.631578947,0.928571429,0.571428571,0.35,0,1,0,0,121,5,1,0,0,1,1,01:12:08,0.203,0.203,1,1,0,0,120,0,0
0.64516129,0.548387097,0.631578947,0.928571429,0.571428571,0.35,0,1,0,1,123,4,2,1,0,1,1,01:12:25,2.72,2.72,1,1,15,0,121,15,15
0.625,0.53125,0.631578947,0.928571429,0.571428571,0.35,0,0,0,1,128,4,2,2,0,1,1,01:12:53,-0.2,-0.2,1,1,30,0,122,30,30
0.625,0.53125,0.65,0.928571429,0.571428571,0.35,0,0,0,1,88,2,2,3,0,1,2,01:13:10,-0.759,-0.759,1,1,40,0,123,40,40
0.625,0.53125,0.65,0.930232558,0.581395349,0.35,0,0,0,0,120,2,2,0,0,2,1,01:14:53,4.275,4.275,2,2,0,0,124,0,0
0.625,0.53125,0.65,0.931818182,0.590909091,0.35,0,0,1,0,120,4,2,0,1,2,1,01:15:21,-2.762,-2.762,2,2,0,15,125,-15,-15
0.625,0.53125,0.65,0.931818182,0.590909091,0.380952381,0,0,1,0,103,2,2,0,2,2,2,01:15:42,-5.816,-5.816,2,2,0,30,126,-30,-30
0.625,0.53125,0.65,0.933333333,0.577777778,0.380952381,0,0,1,1,127,2,2,0,3,2,1,01:16:42,-0.718,-0.718,2,2,0,40,127,-40,-40
0.625,0.53125,0.65,0.933333333,0.577777778,0.409090909,0,0,1,1,99,2,2,1,0,2,2,01:17:05,0.188,0.188,2,2,15,40,128,-25,-25
0.625,0.53125,0.666666667,0.933333333,0.577777778,0.409090909,0,0,1,1,113,2,1,0,0,1,2,01:17:51,-0.441,-0.441,1,1,0,0,129,0,0
0.606060606,0.515151515,0.666666667,0.933333333,0.577777778,0.409090909,0,0,1,0,124,3,2,1,0,1,1,01:18:12,-0.093,-0.093,1,1,15,0,130,15,15
0.588235294,0.5,0.666666667,0.933333333,0.577777778,0.409090909,0,0,0,0,134,4,1,2,0,1,1,01:18:29,0.149,0.149,1,1,30,0,131,30,30
0.588235294,0.5,0.681818182,0.933333333,0.577777778,0.409090909,0,0,0,1,108,3,2,3,0,1,2,01:18:46,1.032,1.032,1,1,40,0,132,40,40
0.588235294,0.5,0.681818182,0.934782609,0.586956522,0.409090909,0,0,0,1,110,5,1,0,0,2,1,01:21:04,3.578,3.578,2,2,15,0,134,15,15
0.588235294,0.5,0.681818182,0.936170213,0.574468085,0.409090909,0,0,0,2,122,3,2,0,1,2,1,01:21:27,0.386,0.386,2,2,15,15,135,0,0
0.588235294,0.5,0.681818182,0.9375,0.583333333,0.409090909,0,0,0,1,108,3,1,1,0,2,1,01:21:49,11.246,11.246,2,2,30,15,136,15,15
0.588235294,0.5,0.681818182,0.93877551,0.571428571,0.409090909,0,0,0,2,116,4,2,0,1,2,1,01:22:12,-3.709,-3.709,2,2,30,30,137,0,0
0.588235294,0.5,0.681818182,0.92,0.56,0.409090909,0,1,0,1,109,5,1,1,0,2,1,01:22:42,0.542,0.542,2,2,40,30,138,10,10
0.588235294,0.5,0.681818182,0.921568627,0.568627451,0.409090909,0,1,0,1,120,5,2,0,1,2,1,01:23:00,5.849,5.849,2,2,40,40,139,0,0
0.588235294,0.5,0.681818182,0.923076923,0.576923077,0.409090909,0,1,0,0,112,5,1,0,2,2,1,01:23:28,3.859,3.859,2,2,40,60,140,-20,-20
0.6,0.514285714,0.681818182,0.923076923,0.576923077,0.409090909,0,0,0,0,119,3,2,0,0,1,1,01:24:08,-0.402,-0.402,1,1,0,0,141,0,0
0.583333333,0.5,0.681818182,0.923076923,0.576923077,0.409090909,0,0,0,0,124,3,2,0,0,1,1,01:24:53,-0.437,-0.437,1,1,15,15,143,0,0
0.583333333,0.5,0.695652174,0.923076923,0.576923077,0.409090909,0,0,0,0,100,4,2,1,0,1,2,01:25:19,-6.612,-6.612,1,1,30,15,144,15,15
0.594594595,0.513513514,0.695652174,0.923076923,0.576923077,0.409090909,0,0,0,1,122,5,1,2,0,1,1,01:25:55,4.037,4.037,1,1,40,15,145,25,25
0.594594595,0.513513514,0.695652174,0.923076923,0.576923077,0.434782609,0,0,0,1,102,2,2,0,0,2,2,01:27:44,5.472,5.472,2,2,0,0,146,0,0
0.594594595,0.513513514,0.695652174,0.923076923,0.576923077,0.458333333,0,0,0,1,99,4,2,0,1,2,2,01:28:21,0.352,0.352,2,2,0,15,147,-15,-15
0.594594595,0.513513514,0.695652174,0.924528302,0.58490566,0.458333333,0,0,0,0,113,4,2,0,2,2,1,01:28:52,1.292,1.292,2,2,0,30,148,-30,-30
0.594594595,0.513513514,0.695652174,0.925925926,0.574074074,0.458333333,0,0,0,1,112,5,2,0,3,2,1,01:29:11,0.453,0.453,2,2,0,40,149,-40,-40
0.594594595,0.513513514,0.695652174,0.925925926,0.574074074,0.48,0,0,0,1,108,2,2,1,0,2,2,01:29:33,0.215,0.215,2,2,15,40,150,-25,-25
0.605263158,0.526315789,0.695652174,0.925925926,0.574074074,0.48,0,0,0,1,128,2,1,0,0,1,1,01:30:39,-0.195,-0.195,1,1,0,0,151,0,0
0.605263158,0.526315789,0.666666667,0.925925926,0.574074074,0.48,0,0,0,0,100,1,2,1,0,1,2,01:30:59,-2.154,-2.154,1,1,15,0,152,15,15
0.605263158,0.526315789,0.68,0.925925926,0.574074074,0.48,0,0,0,0,102,2,2,2,0,1,2,01:31:25,0.561,0.561,1,1,30,0,153,30,30
0.605263158,0.526315789,0.692307692,0.925925926,0.574074074,0.48,0,0,0,0,87,3,2,3,0,1,2,01:31:54,-3.323,-3.323,1,1,40,0,154,40,40
0.605263158,0.526315789,0.692307692,0.927272727,0.581818182,0.48,0,0,0,0,113,4,2,0,0,2,1,01:33:43,0.233,0.233,2,2,0,0,155,0,0
0.605263158,0.526315789,0.692307692,0.928571429,0.571428571,0.48,0,0,0,1,124,4,2,0,1,2,1,01:34:07,4.719,4.719,2,2,0,15,156,-15,-15
0.605263158,0.526315789,0.692307692,0.929824561,0.578947368,0.48,0,0,1,1,110,4,2,1,0,2,1,01:34:30,-1.324,-1.324,2,2,15,15,157,0,0
0.605263158,0.526315789,0.692307692,0.931034483,0.586206897,0.48,0,0,1,1,110,5,1,0,1,2,1,01:34:53,0.938,0.938,2,2,15,30,158,-15,-15
0.605263158,0.526315789,0.692307692,0.931034483,0.586206897,0.461538462,0,0,1,1,97,2,1,0,2,2,2,01:35:11,0.646,0.646,2,2,15,40,159,-25,-25
0.605263158,0.526315789,0.692307692,0.931034483,0.586206897,0.481481481,0,0,0,1,109,5,1,1,0,2,2,01:35:42,2.846,2.846,2,2,30,40,160,-10,-10
0.615384615,0.538461538,0.692307692,0.931034483,0.586206897,0.481481481,0,0,0,1,123,1,2,0,0,1,1,01:36:24,7.211,7.211,1,1,0,0,161,0,0
0.615384615,0.538461538,0.703703704,0.931034483,0.586206897,0.481481481,0,0,0,1,101,2,2,1,0,1,2,01:37:13,-3.109,-3.109,1,1,15,0,162,15,15
0.615384615,0.538461538,0.714285714,0.931034483,0.586206897,0.481481481,0,0,0,2,99,1,2,2,0,1,2,01:37:40,-0.618,-0.618,1,1,30,0,163,30,30
0.615384615,0.538461538,0.724137931,0.931034483,0.586206897,0.481481481,0,0,0,2,109,2,2,3,0,1,2,01:38:07,-0.572,-0.572,1,1,40,0,164,40,40
0.615384615,0.538461538,0.724137931,0.931034483,0.586206897,0.464285714,0,0,0,2,90,1,2,0,0,2,2,01:39:47,2.277,2.277,2,2,0,0,165,0,0
0.615384615,0.538461538,0.724137931,0.93220339,0.576271186,0.464285714,0,0,0,1,118,5,1,1,0,2,1,01:40:25,0.873,0.873,2,2,15,0,166,15,15
0.615384615,0.538461538,0.724137931,0.93220339,0.576271186,0.482758621,0,0,1,1,103,2,2,2,0,2,2,01:40:53,-2.853,-2.853,2,2,30,0,167,30,30
0.615384615,0.538461538,0.724137931,0.933333333,0.583333333,0.482758621,0,0,2,0,116,5,1,0,1,2,1,01:41:26,-4.195,-4.195,2,2,30,15,168,15,15
0.615384615,0.538461538,0.724137931,0.93442623,0.573770492,0.482758621,0,0,2,1,119,4,1,0,2,2,1,01:41:57,0.48,0.48,2,2,30,30,169,0,0
0.615384615,0.538461538,0.724137931,0.935483871,0.580645161,0.482758621,0,0,1,1,125,4,2,1,0,2,1,01:42:22,0.058,0.058,2,2,40,30,170,10,10
0.615384615,0.538461538,0.724137931,0.936507937,0.571428571,0.482758621,0,0,0,2,121,4,2,0,1,2,1,01:42:43,-0.217,-0.217,2,2,40,40,171,0,0
0.615384615,0.538461538,0.724137931,0.9375,0.578125,0.482758621,0,0,0,1,114,4,2,1,0,2,1,01:43:15,0.747,0.747,2,2,60,40,172,20,20
0.615384615,0.538461538,0.724137931,0.938461538,0.584615385,0.482758621,0,0,0,1,125,5,2,0,0,2,1,01:43:36,2.772,2.772,2,2,40,40,173,0,0
0.615384615,0.538461538,0.724137931,0.938461538,0.584615385,0.5,0,0,0,0,111,4,2,0,1,2,2,01:43:58,-0.781,-0.781,2,2,40,60,174,-20,-20
0.6,0.525,0.724137931,0.938461538,0.584615385,0.5,0,0,0,0,127,4,2,0,0,1,1,01:44:44,-0.26,-0.26,1,1,0,0,175,0,0
0,0,0,0,0,1,0,0,0,0,99,2,2,0,0,2,2,00:00:00,1.229,1.229,2,2,0,0,1,0,0
0,0,0,0,0,1,0,1,0,0,126,4,2,0,1,2,1,00:00:25,0.31,0.31,2,2,0,15,2,-15,-15
0,0,0,0,0,1,0,1,0,0,124,2,1,0,2,2,1,00:00:38,-0.148,-0.148,2,2,0,30,3,-30,-30
0,0,0,0,0,1,0,1,0,0,98,1,2,0,3,2,2,00:00:53,-0.557,-0.557,2,2,0,40,4,-40,-40
1,1,0,0,0,1,0,0,0,0,116,4,2,0,0,1,1,00:02:35,0.434,0.434,1,1,0,15,6,-15,-15
1,1,1,0,0,1,0,0,0,1,88,2,2,1,0,1,2,00:03:16,-0.509,-0.509,1,1,15,15,7,0,0
1,1,1,0,0,1,0,0,0,1,96,2,1,2,0,1,2,00:03:51,-1.886,-1.886,1,1,30,15,8,15,15
1,1,0.666666667,0,0,1,0,0,0,1,83,1,2,3,0,1,2,00:04:40,2.895,2.895,1,1,40,15,9,25,25
1,1,0.666666667,0,0,1,0,0,0,0,116,5,1,0,1,1,1,00:05:30,-0.956,-0.956,1,1,40,30,10,10,10
1,1,0.666666667,0.333333333,0,1,0,0,0,0,104,3,2,0,0,2,1,00:05:58,3.159,3.159,2,2,0,0,11,0,0
1,1,0.666666667,0.25,0,1,0,1,0,0,120,4,1,1,0,2,1,00:06:15,0.191,0.191,2,2,15,0,12,15,15
1,1,0.666666667,0.2,0,1,0,2,0,0,129,4,2,0,1,2,1,00:06:30,0.146,0.146,2,2,15,15,13,0,0
1,1,0.666666667,0.2,0,1,0,2,0,0,92,5,1,0,2,2,2,00:06:45,2.02,2.02,2,2,15,30,14,-15,-15
1,1,0.666666667,0.333333333,0.166666667,1,0,1,0,0,122,1,2,0,3,2,1,00:07:28,0.67,0.67,2,2,15,40,15,-25,-25
1,1,0.666666667,0.333333333,0.166666667,1,0,0,0,0,115,4,2,0,0,1,1,00:09:04,-1.589,-1.589,1,1,0,0,16,0,0
1,1,0.666666667,0.333333333,0.166666667,1,0,0,0,0,116,5,2,1,0,1,1,00:09:24,-3.43,-3.43,1,1,15,0,17,15,15
1,1,0.666666667,0.333333333,0.166666667,1,0,0,0,0,111,5,2,2,0,1,1,00:09:50,-1.492,-1.492,1,1,30,0,18,30,30
1,0.833333333,0.666666667,0.333333333,0.166666667,1,0,0,1,0,104,2,2,3,0,1,1,00:10:12,-1.471,-1.471,1,1,40,0,19,40,40
1,0.857142857,0.666666667,0.333333333,0.166666667,1,0,0,1,0,124,4,2,0,1,1,1,00:10:37,1.769,1.769,1,1,40,15,20,25,25
1,0.857142857,0.666666667,0.428571429,0.285714286,1,0,0,1,0,113,5,1,0,0,2,1,00:11:28,-1.337,-1.337,2,2,0,0,21,0,0
1,0.857142857,0.666666667,0.428571429,0.285714286,0.75,0,0,0,0,106,2,2,0,1,2,2,00:11:51,0.062,0.062,2,2,0,15,22,-15,-15
1,0.857142857,0.666666667,0.428571429,0.285714286,0.6,0,0,0,0,103,4,2,1,0,2,2,00:12:24,-1.289,-1.289,2,2,15,15,23,0,0
1,0.857142857,0.666666667,0.5,0.375,0.6,0,0,0,0,124,5,2,2,0,2,1,00:13:04,-1.055,-1.055,2,2,30,15,24,15,15
1,0.857142857,0.666666667,0.555555556,0.444444444,0.6,0,0,0,0,119,4,2,0,1,2,1,00:13:29,-0.469,-0.469,2,2,30,30,25,0,0
1,0.857142857,0.666666667,0.6,0.5,0.6,0,0,0,0,126,5,1,0,2,2,1,00:13:47,-2.361,-2.361,2,2,30,40,26,-10,-10
1,0.857142857,0.75,0.6,0.5,0.6,0,0,0,1,89,4,2,0,0,1,2,00:15:30,3.527,3.527,1,1,0,0,27,0,0
1,0.857142857,0.8,0.6,0.5,0.6,0,0,0,1,89,5,1,1,0,1,2,00:16:12,1.768,1.768,1,1,15,0,28,15,15
1,0.857142857,0.833333333,0.6,0.5,0.6,0,0,0,2,89,2,2,2,0,1,2,00:17:06,-0.058,-0.058,1,1,30,0,29,30,30
1,0.875,0.833333333,0.6,0.5,0.6,0,0,0,1,110,5,1,3,0,1,1,00:17:42,1.319,1.319,1,1,40,0,30,40,40
1,0.875,0.833333333,0.6,0.5,0.666666667,0,0,0,1,92,2,2,0,0,2,2,00:18:14,17.848,17.848,2,2,0,0,31,0,0
1,0.875,0.833333333,0.6,0.5,0.714285714,0,0,0,0,88,3,2,0,1,2,2,00:19:07,1.47,1.47,2,2,0,15,32,-15,-15
1,0.875,0.833333333,0.636363636,0.454545455,0.714285714,0,0,0,1,127,2,2,0,2,2,1,00:19:36,-1.762,-1.762,2,2,0,30,33,-30,-30
1,0.875,0.833333333,0.666666667,0.5,0.714285714,0,0,0,1,118,4,2,1,0,2,1,00:20:03,7.675,7.675,2,2,15,30,34,-15,-15
1,0.875,0.833333333,0.692307692,0.538461538,0.714285714,0,0,0,1,130,4,1,0,1,2,1,00:20:33,1.492,1.492,2,2,15,40,35,-25,-25
1,0.888888889,0.833333333,0.692307692,0.538461538,0.714285714,0,0,0,0,101,3,2,0,0,1,1,00:22:41,-0.379,-0.379,1,1,0,0,36,0,0
1,0.9,0.833333333,0.692307692,0.538461538,0.714285714,0,0,0,1,100,2,2,1,0,1,1,00:23:01,-0.366,-0.366,1,1,15,0,37,15,15
1,0.9,0.857142857,0.692307692,0.538461538,0.714285714,0,0,0,1,95,1,1,2,0,1,2,00:23:24,-0.54,-0.54,1,1,30,0,38,30,30
1,0.909090909,0.857142857,0.692307692,0.538461538,0.714285714,0,0,0,1,110,4,2,3,0,1,1,00:23:55,-2.02,-2.02,1,1,40,0,39,40,40
1,0.909090909,0.857142857,0.642857143,0.5,0.714285714,0,1,0,0,128,4,2,0,0,2,1,00:25:22,0.241,0.241,2,2,0,0,40,0,0
1,0.909090909,0.857142857,0.6,0.466666667,0.714285714,0,1,0,0,120,5,1,0,1,2,1,00:26:06,1.186,1.186,2,2,0,15,41,-15,-15
1,0.909090909,0.857142857,0.6,0.466666667,0.75,0,1,0,0,93,2,2,1,0,2,2,00:26:38,0.798,0.798,2,2,15,15,42,0,0
1,0.909090909,0.857142857,0.5625,0.4375,0.75,0,0,0,0,118,4,2,0,1,2,1,00:27:25,0.615,0.615,2,2,15,30,43,-15,-15
1,0.909090909,0.857142857,0.588235294,0.470588235,0.75,0,0,0,0,123,4,2,0,2,2,1,00:27:40,0.072,0.072,2,2,15,40,44,-25,-25
1,0.833333333,0.857142857,0.588235294,0.470588235,0.75,0,0,1,0,110,3,2,0,0,1,1,00:29:23,-1.307,-1.307,1,1,0,0,45,0,0
