,p1_1st_serve_success_ratio,p1_1st_serve_win_ratio,p1_2nd_serve_win_ratio,p2_1st_serve_success_ratio,p2_1st_serve_win_ratio,p2_2nd_serve_win_ratio,p1_ace_count2r,p2_ace_count2r,p1_unf_err_count2r,p2_unf_err_count2r,speed_mph,serve_width,serve_depth,continuous_wins_p1,continuous_wins_p2,server,serve_no,elapsed_time,Player_socre_margin,Players_run_distance_difference,p1_server,p2_server,p1_score,p2_score,y_value_p1,y_value_p2,Momentum difference,point_victor_p2
3602,0.888888889,0.5,0.4,0.8125,0.6875,0.571428571,0,1,1,1,0.121212121,5,1,1,0,2,1,00:29:35,-0.258064516,0.121212121,0,1,15,15,36.12053333,54.620355,-18.49982166,2
3603,0.888888889,0.5,0.4,0.823529412,0.705882353,0.571428571,0,1,0,1,0.242424242,1,2,0,1,2,1,00:29:50,-0.290322581,0.242424242,0,1,15,30,19.84113333,53.13391176,-33.29277843,2
3604,0.888888889,0.5,0.4,0.823529412,0.705882353,0.625,0,1,1,0,-0.393939394,4,2,0,2,2,2,00:30:06,-0.322580645,-0.393939394,0,1,15,40,26.52013333,51.71083177,-25.19069843,2
3605,0.888888889,0.5,0.333333333,0.823529412,0.705882353,0.625,0,0,2,0,-0.060606061,4,2,0,0,1,2,00:31:00,-0.35483871,-0.060606061,1,0,0,0,55.69579667,27.02186177,28.6739349,2
3606,0.888888889,0.5,0.428571429,0.823529412,0.705882353,0.625,0,0,2,0,0,2,1,0,1,1,2,00:31:35,-0.322580645,0,1,0,0,15,51.53643476,26.62393177,24.912503,1
3607,0.888888889,0.5,0.5,0.823529412,0.705882353,0.625,0,0,1,0,-0.242424242,2,2,1,0,1,2,00:32:14,-0.290322581,-0.242424242,1,0,15,15,47.38646333,20.31586177,27.07060157,1
3608,0.888888889,0.5,0.444444444,0.823529412,0.705882353,0.625,0,0,0,0,-0.575757576,5,1,2,0,1,2,00:32:51,-0.258064516,-0.575757576,1,0,30,15,45.64330778,21.23826177,24.40504601,1
3609,0.894736842,0.526315789,0.444444444,0.823529412,0.705882353,0.625,0,0,0,0,0.545454545,4,2,3,0,1,1,00:33:29,-0.225806452,0.545454545,1,0,40,15,61.39403233,32.79186177,28.60217057,1
3610,0.894736842,0.526315789,0.444444444,0.833333333,0.722222222,0.625,0,0,0,0,0.545454545,4,2,0,0,2,1,00:34:02,-0.258064516,0.545454545,0,1,0,0,30.71070233,51.63189111,-20.92118877,2
3611,0.894736842,0.526315789,0.444444444,0.833333333,0.722222222,0.666666667,0,0,1,0,-0.575757576,1,2,0,1,2,2,00:34:17,-0.290322581,-0.575757576,0,1,0,15,18.07370233,37.03031111,-18.95660878,2
3612,0.894736842,0.526315789,0.444444444,0.842105263,0.736842105,0.666666667,0,0,1,0,0.454545455,4,2,0,2,2,1,00:35:00,-0.322580645,0.454545455,0,1,0,30,35.90770233,59.22118579,-23.31348346,2
3613,0.894736842,0.526315789,0.444444444,0.8,0.7,0.666666667,0,1,1,0,0.454545455,4,2,0,3,2,1,00:35:24,-0.35483871,0.454545455,0,1,0,40,35.90770233,64.94584,-29.03813767,2
3614,0.894736842,0.526315789,0.4,0.8,0.7,0.666666667,0,1,0,0,-0.03030303,2,2,0,0,1,2,00:36:54,-0.387096774,-0.03030303,1,0,0,0,39.51258789,25.1465,14.36608789,2
3615,0.85,0.5,0.4,0.8,0.7,0.666666667,0,1,0,0,0.272727273,3,2,0,1,1,1,00:37:22,-0.35483871,0.272727273,1,0,0,15,43.008335,33.27317,9.735164998,1
3616,0.857142857,0.476190476,0.4,0.8,0.7,0.666666667,0,0,1,0,0.363636364,5,1,0,0,1,1,00:38:23,-0.419354839,0.363636364,1,0,15,30,53.68580619,31.4596,22.22620619,2
3617,0.863636364,0.5,0.4,0.8,0.7,0.666666667,0,0,1,0,0.121212121,5,1,0,1,1,1,00:38:49,-0.387096774,0.121212121,1,0,15,40,50.66287091,32.46827,18.19460091,1
3618,0.869565217,0.52173913,0.4,0.8,0.7,0.666666667,0,0,1,0,0.363636364,3,1,1,0,1,1,00:39:27,-0.35483871,0.363636364,1,0,30,40,53.73984304,27.1596,26.58024304,1
3619,0.875,0.541666667,0.4,0.8,0.7,0.666666667,0,0,0,0,0.212121212,5,2,2,0,1,1,00:39:57,-0.322580645,0.212121212,1,0,40,40,54.90633417,30.5712,24.33513417,1
3620,0.88,0.56,0.4,0.8,0.7,0.666666667,0,0,0,0,0.393939394,4,2,3,0,1,1,00:40:21,-0.290322581,0.393939394,1,0,60,40,59.304834,30.8272,28.477634,1
3621,0.88,0.56,0.4,0.80952381,0.714285714,0.666666667,0,0,0,0,0.151515152,5,1,0,0,2,1,00:40:50,-0.322580645,0.151515152,0,1,0,0,26.446904,47.47873953,-21.03183553,2
3622,0.88,0.56,0.4,0.80952381,0.714285714,0.7,0,0,0,0,-0.303030303,1,2,0,1,2,2,00:41:06,-0.35483871,-0.303030303,0,1,0,15,15.198504,40.62200953,-25.42350553,2
3623,0.88,0.56,0.4,0.818181818,0.681818182,0.7,0,0,0,0,0.121212121,5,1,0,2,2,1,00:42:11,-0.322580645,0.121212121,0,1,0,30,26.045904,55.54636091,-29.50045691,1
3624,0.88,0.56,0.4,0.818181818,0.681818182,0.727272727,0,0,0,0,0.03030303,4,2,1,0,2,2,00:42:34,-0.35483871,0.03030303,0,1,15,30,30.059504,47.26980273,-17.21029873,2
3625,0.88,0.56,0.4,0.826086957,0.695652174,0.727272727,0,0,0,0,0.484848485,2,1,0,1,2,1,00:43:16,-0.387096774,0.484848485,0,1,15,40,24.407904,49.96512965,-25.55722565,2
3626,0.846153846,0.538461538,0.4,0.826086957,0.695652174,0.727272727,0,0,0,0,0.151515152,4,2,0,0,1,1,00:44:55,-0.35483871,0.151515152,1,0,0,0,43.77324538,28.07072965,15.70251573,1
3627,0.846153846,0.538461538,0.454545455,0.826086957,0.695652174,0.727272727,0,0,0,0,0.272727273,2,2,1,0,1,2,00:45:11,-0.322580645,0.272727273,1,0,15,0,47.58797266,27.62472965,19.96324301,1
3628,0.846153846,0.538461538,0.5,0.826086957,0.695652174,0.727272727,0,0,0,0,-0.060606061,1,2,2,0,1,2,00:45:46,-0.290322581,-0.060606061,1,0,30,0,45.24424538,21.06372965,24.18051573,1
3629,0.846153846,0.538461538,0.461538462,0.826086957,0.695652174,0.727272727,0,0,0,0,0.242424242,4,2,3,0,1,2,00:46:47,-0.322580645,0.242424242,1,0,40,0,59.52039923,31.52372965,27.99666958,2
3630,0.851851852,0.555555556,0.461538462,0.826086957,0.695652174,0.727272727,0,0,0,0,0.272727273,3,2,0,1,1,1,00:47:28,-0.290322581,0.272727273,1,0,40,15,43.66005052,31.74139965,11.91865087,1
3631,0.851851852,0.555555556,0.461538462,0.833333333,0.708333333,0.727272727,0,0,0,0,0.424242424,4,2,0,0,2,1,00:47:58,-0.322580645,0.424242424,0,1,0,0,29.13172052,50.48246181,-21.35074129,2
3632,0.851851852,0.555555556,0.461538462,0.8,0.68,0.727272727,0,0,0,0,0.393939394,2,2,0,1,2,1,00:48:12,-0.35483871,0.393939394,0,1,0,15,24.43072052,49.62678182,-25.1960613,2
3633,0.851851852,0.555555556,0.461538462,0.769230769,0.653846154,0.727272727,0,1,0,0,0.575757576,4,2,0,2,2,1,00:48:26,-0.387096774,0.575757576,0,1,0,30,31.13672052,62.1899672,-31.05324668,2
3634,0.851851852,0.555555556,0.461538462,0.777777778,0.666666667,0.727272727,0,1,0,0,0.393939394,4,2,0,3,2,1,00:48:41,-0.419354839,0.393939394,0,1,0,40,28.73072052,64.1287996,-35.39807908,2
3635,0.857142857,0.571428571,0.461538462,0.777777778,0.666666667,0.727272727,0,1,0,0,0.272727273,3,2,0,0,1,1,00:50:32,-0.387096774,0.272727273,1,0,0,0,43.78879813,29.0414596,14.74733853,1
3636,0.862068966,0.586206897,0.461538462,0.777777778,0.666666667,0.727272727,0,0,0,0,0.121212121,5,2,0,0,1,1,00:51:22,-0.387096774,0.121212121,1,0,15,15,46.20366661,29.3531596,16.85050701,1
3637,0.866666667,0.566666667,0.461538462,0.777777778,0.666666667,0.727272727,0,0,0,0,0.484848485,5,2,1,0,1,1,00:51:54,-0.419354839,0.484848485,1,0,30,15,54.91921052,34.1651596,20.75405092,2
3638,0.866666667,0.566666667,0.428571429,0.777777778,0.666666667,0.727272727,0,0,0,0,-0.242424242,4,2,0,1,1,2,00:52:28,-0.451612903,-0.242424242,1,0,30,30,41.2376281,28.8578296,12.3797985,2
3639,0.870967742,0.580645161,0.428571429,0.777777778,0.666666667,0.727272727,0,0,0,0,0.484848485,5,1,0,2,1,1,00:53:19,-0.419354839,0.484848485,1,0,30,40,49.75640788,41.4818996,8.274508283,1
3640,0.870967742,0.580645161,0.466666667,0.777777778,0.666666667,0.727272727,0,0,0,1,-0.060606061,4,1,1,0,1,2,00:53:44,-0.387096774,-0.060606061,1,0,40,40,46.82050312,32.1305596,14.68994352,1
3641,0.875,0.59375,0.466666667,0.777777778,0.666666667,0.727272727,0,0,0,1,0.272727273,5,2,2,0,1,1,00:54:36,-0.35483871,0.272727273,1,0,60,40,56.35252167,37.5581596,18.79436207,1
3642,0.875,0.59375,0.466666667,0.75,0.642857143,0.727272727,0,1,0,1,0.151515152,5,1,0,0,2,1,00:55:10,-0.387096774,0.151515152,0,1,0,0,26.94859167,55.19355467,-28.24496301,2
3643,0.875,0.59375,0.466666667,0.75,0.642857143,0.75,0,1,0,0,-0.393939394,3,2,0,1,2,2,00:55:26,-0.419354839,-0.393939394,0,1,0,15,18.79719167,45.17814286,-26.38095119,2
3644,0.875,0.59375,0.466666667,0.75862069,0.655172414,0.75,0,1,0,0,0.242424242,4,2,0,0,2,1,00:56:29,-0.419354839,0.242424242,0,1,15,30,27.11819167,49.40808862,-22.28989696,2
3645,0.875,0.59375,0.466666667,0.766666667,0.666666667,0.75,0,0,0,0,0.515151515,4,1,0,1,2,1,00:56:54,-0.451612903,0.515151515,0,1,15,40,29.61059167,54.2511,-24.64050834,2
3646,0.848484848,0.575757576,0.466666667,0.766666667,0.666666667,0.75,0,0,0,0,0.363636364,4,1,0,0,1,1,00:58:36,-0.419354839,0.363636364,1,0,0,0,46.02842697,29.3461,16.68232697,1
3647,0.848484848,0.575757576,0.5,0.766666667,0.666666667,0.75,0,0,0,0,-0.848484848,5,1,1,0,1,2,00:59:21,-0.387096774,-0.848484848,1,0,15,0,38.5477603,17.7061,20.8416603,1
3648,0.852941176,0.558823529,0.5,0.766666667,0.666666667,0.75,0,0,0,0,0.212121212,3,2,2,0,1,1,01:00:00,-0.419354839,0.212121212,1,0,30,0,51.06840352,26.3077,24.76070352,2
3649,0.857142857,0.542857143,0.5,0.766666667,0.666666667,0.75,0,0,1,0,0.272727273,3,2,0,1,1,1,01:00:34,-0.451612903,0.272727273,1,0,30,15,50.19407286,31.32637,18.86770285,2
3650,0.857142857,0.542857143,0.529411765,0.766666667,0.666666667,0.75,0,0,1,0,0.151515152,3,2,0,2,1,2,01:01:04,-0.419354839,0.151515152,1,0,30,30,50.98066109,36.18904,14.79162109,1
3651,0.833333333,0.527777778,0.529411765,0.766666667,0.666666667,0.75,0,0,1,0,0.454545455,5,1,1,0,1,1,01:01:50,-0.387096774,0.454545455,1,0,40,30,59.69687935,32.6991,26.99777934,1
3652,0.833333333,0.527777778,0.529411765,0.774193548,0.677419355,0.75,0,0,0,0,0.303030303,3,2,0,0,2,1,01:02:19,-0.419354839,0.303030303,0,1,0,0,25.42514935,46.30370742,-20.87855807,2
3653,0.833333333,0.527777778,0.529411765,0.78125,0.6875,0.75,0,0,0,0,0.424242424,3,2,0,1,2,1,01:02:34,-0.451612903,0.424242424,0,1,0,15,27.02914935,52.2272,-25.19805065,2
3654,0.833333333,0.527777778,0.529411765,0.787878788,0.696969697,0.75,0,0,0,0,0.424242424,4,2,0,2,2,1,01:02:54,-0.483870968,0.424242424,0,1,0,30,29.17914935,58.69046091,-29.51131156,2
3655,0.833333333,0.527777778,0.529411765,0.787878788,0.696969697,0.769230769,0,0,0,0,-0.151515152,1,2,0,3,2,2,01:03:10,-0.516129032,-0.151515152,0,1,0,40,17.36014935,51.18909245,-33.8289431,2
3656,0.837837838,0.540540541,0.529411765,0.787878788,0.696969697,0.769230769,0,0,0,0,0.272727273,5,1,0,0,1,1,01:04:49,-0.483870968,0.272727273,1,0,0,0,46.99579662,30.70315245,16.29264417,1
3657,0.815789474,0.526315789,0.529411765,0.787878788,0.696969697,0.769230769,0,0,1,0,0.242424242,2,2,1,0,1,1,01:05:14,-0.516129032,0.242424242,1,0,15,0,51.44938929,24.96875245,26.48063684,2
3658,0.815789474,0.526315789,0.5,0.787878788,0.696969697,0.769230769,0,0,2,0,0.181818182,2,2,0,1,1,2,01:05:57,-0.548387097,0.181818182,1,0,15,15,55.15680105,30.63342245,24.5233786,2
3659,0.820512821,0.538461538,0.5,0.787878788,0.696969697,0.769230769,0,0,2,0,0.454545455,5,1,0,2,1,1,01:06:33,-0.516129032,0.454545455,1,0,15,30,61.95148385,41.54249245,20.4089914,1
3660,0.820512821,0.538461538,0.526315789,0.787878788,0.696969697,0.769230769,0,0,1,0,0.121212121,3,1,1,0,1,2,01:07:01,-0.483870968,0.121212121,1,0,30,30,53.21627332,26.64815245,26.56812087,1
3661,0.820512821,0.538461538,0.55,0.787878788,0.696969697,0.769230769,0,0,0,1,-0.242424242,3,2,2,0,1,2,01:07:42,-0.451612903,-0.242424242,1,0,40,30,47.23408385,29.15275245,18.0813314,1
3662,0.820512821,0.538461538,0.55,0.794117647,0.705882353,0.769230769,0,0,1,1,0.03030303,5,1,0,0,2,1,01:08:35,-0.483870968,0.03030303,0,1,0,0,31.49315385,52.46939154,-20.97623769,2
3663,0.820512821,0.538461538,0.523809524,0.794117647,0.705882353,0.769230769,0,0,2,1,0.121212121,3,2,0,0,1,2,01:18:03,-0.387096774,0.121212121,1,0,0,0,56.72089337,34.05566154,22.66523183,2
3664,0.820512821,0.538461538,0.545454545,0.794117647,0.705882353,0.769230769,0,0,2,0,-0.303030303,3,2,0,1,1,2,01:18:36,-0.35483871,-0.303030303,1,0,0,15,51.21035657,26.45833154,24.75202503,1
3665,0.825,0.55,0.545454545,0.794117647,0.705882353,0.769230769,0,0,1,0,0.515151515,4,1,1,0,1,1,01:19:13,-0.322580645,0.515151515,1,0,15,15,58.51792523,31.85206154,26.66586369,1
3666,0.825,0.55,0.52173913,0.794117647,0.705882353,0.769230769,0,0,0,0,-0.545454545,3,2,2,0,1,2,01:19:33,-0.35483871,-0.545454545,1,0,30,15,43.18616554,19.03366154,24.152504,2
3667,0.829268293,0.56097561,0.52173913,0.794117647,0.705882353,0.769230769,0,0,0,0,0.424242424,4,2,0,1,1,1,01:20:12,-0.322580645,0.424242424,1,0,30,30,48.01059426,35.98233154,12.02826273,1
3668,0.80952381,0.547619048,0.52173913,0.794117647,0.705882353,0.769230769,1,0,0,0,0.242424242,4,2,1,0,1,1,01:20:42,-0.290322581,0.242424242,1,0,40,30,50.82747638,29.35966154,21.46781484,1
3669,0.80952381,0.547619048,0.52173913,0.8,0.714285714,0.769230769,1,0,0,0,0.363636364,2,1,0,0,2,1,01:21:35,-0.322580645,0.363636364,0,1,0,0,24.33154638,44.31610582,-19.98455944,2
3670,0.80952381,0.547619048,0.52173913,0.805555556,0.722222222,0.769230769,1,0,0,0,0.151515152,2,1,0,1,2,1,01:21:49,-0.35483871,0.151515152,0,1,0,15,21.52454638,45.80672821,-24.28218183,2
3671,0.80952381,0.547619048,0.52173913,0.810810811,0.72972973,0.769230769,0,0,0,0,0.515151515,2,2,0,2,2,1,01:22:18,-0.387096774,0.515151515,0,1,0,30,26.03654638,56.02857478,-29.9920284,2
3672,0.80952381,0.547619048,0.52173913,0.815789474,0.736842105,0.769230769,0,0,0,0,0.575757576,2,1,0,3,2,1,01:22:48,-0.419354839,0.575757576,0,1,0,40,25.72194638,60.00319101,-34.28124463,2
3673,0.813953488,0.558139535,0.52173913,0.815789474,0.736842105,0.769230769,0,0,0,0,0.303030303,5,1,0,0,1,1,01:23:18,-0.387096774,0.303030303,1,0,0,0,47.33676164,31.51085101,15.82591063,1
3674,0.813953488,0.558139535,0.541666667,0.815789474,0.736842105,0.769230769,0,0,0,0,0.242424242,2,2,1,0,1,2,01:23:56,-0.35483871,0.242424242,1,0,15,0,47.54661527,27.62545101,19.92116426,1
3675,0.818181818,0.568181818,0.541666667,0.815789474,0.736842105,0.769230769,0,0,0,0,0.363636364,4,2,2,0,1,1,01:24:35,-0.322580645,0.363636364,1,0,30,0,55.28698758,31.27945101,24.00753656,1
3676,0.8,0.555555556,0.541666667,0.815789474,0.736842105,0.769230769,0,0,1,0,-0.575757576,1,2,3,0,1,1,01:24:57,-0.35483871,-0.575757576,1,0,40,0,46.62555889,12.39845101,34.22710788,2
3677,0.8,0.555555556,0.56,0.815789474,0.736842105,0.769230769,0,0,1,0,0.090909091,3,2,0,1,1,2,01:25:27,-0.322580645,0.090909091,1,0,40,15,50.08519223,31.98712101,18.09807121,1
3678,0.8,0.555555556,0.56,0.820512821,0.743589744,0.769230769,0,0,1,0,0.484848485,2,1,0,0,2,1,01:27:47,-0.35483871,0.484848485,0,1,0,0,31.09826223,46.21900693,-15.1207447,2
3679,0.8,0.555555556,0.56,0.820512821,0.743589744,0.785714286,0,0,1,0,-0.090909091,4,2,0,1,2,2,01:28:09,-0.387096774,-0.090909091,0,1,0,15,31.14586223,50.56981539,-19.42395317,2
3680,0.8,0.555555556,0.56,0.825,0.75,0.785714286,0,0,1,0,0.303030303,4,2,0,2,2,1,01:28:34,-0.419354839,0.303030303,0,1,0,30,34.10886222,57.81487,-23.70600778,2
3681,0.8,0.555555556,0.56,0.829268293,0.756097561,0.785714286,0,0,1,0,0.151515152,3,2,0,3,2,1,01:28:49,-0.451612903,0.151515152,0,1,0,40,29.95386223,57.93873513,-27.9848729,2
3682,0.8,0.555555556,0.538461538,0.829268293,0.756097561,0.785714286,0,0,0,0,0.060606061,5,1,0,0,1,2,01:29:31,-0.483870968,0.060606061,1,0,0,0,46.36463838,30.83579513,15.52884325,2
3683,0.804347826,0.565217391,0.538461538,0.829268293,0.756097561,0.785714286,0,0,0,0,0.454545455,5,2,0,1,1,1,01:30:14,-0.451612903,0.454545455,1,0,0,15,50.52890006,39.13206513,11.39683494,1
3684,0.787234043,0.553191489,0.538461538,0.829268293,0.756097561,0.785714286,0,0,0,0,0.212121212,5,1,1,0,1,1,01:30:44,-0.419354839,0.212121212,1,0,15,15,50.03358679,30.59079513,19.44279166,1
3685,0.787234043,0.553191489,0.518518519,0.829268293,0.756097561,0.785714286,0,0,1,0,-0.515151515,5,1,2,0,1,2,01:31:17,-0.451612903,-0.515151515,1,0,30,15,52.96425916,23.21679513,29.74746403,2
3686,0.791666667,0.541666667,0.518518519,0.829268293,0.756097561,0.785714286,0,0,2,0,0.333333333,4,2,0,1,1,1,01:31:54,-0.483870968,0.333333333,1,0,30,30,59.26157769,35.37806513,23.88351257,2
3687,0.791666667,0.541666667,0.518518519,0.833333333,0.761904762,0.785714286,0,0,3,0,0.393939394,4,2,0,0,2,1,01:34:07,-0.548387097,0.393939394,0,1,0,0,47.78024769,50.70595857,-2.92571088,2
3688,0.791666667,0.541666667,0.518518519,0.837209302,0.76744186,0.785714286,0,0,2,0,0.424242424,4,1,0,1,2,1,01:34:38,-0.580645161,0.424242424,0,1,0,15,40.66464769,54.26350697,-13.59885928,2
3689,0.791666667,0.541666667,0.518518519,0.840909091,0.75,0.785714286,0,0,1,0,0.606060606,4,1,0,2,2,1,01:34:58,-0.548387097,0.606060606,0,1,0,30,36.67064769,60.80531546,-24.13466777,1
3690,0.791666667,0.541666667,0.518518519,0.840909091,0.75,0.8,0,0,0,0,-0.545454545,3,2,1,0,2,2,01:35:27,-0.580645161,-0.545454545,0,1,15,30,20.24924769,38.42557546,-18.17632776,2
3691,0.791666667,0.541666667,0.518518519,0.840909091,0.75,0.8125,0,0,0,0,-0.454545455,4,2,0,1,2,2,01:35:54,-0.612903226,-0.454545455,0,1,15,40,19.60224769,46.06087046,-26.45862276,2
3692,0.795918367,0.551020408,0.518518519,0.840909091,0.75,0.8125,0,0,0,0,0.151515152,5,1,0,0,1,1,01:36:39,-0.580645161,0.151515152,1,0,0,0,45.17117709,29.96427046,15.20690663,1
3693,0.8,0.56,0.518518519,0.840909091,0.75,0.8125,0,0,0,0,0.272727273,4,2,1,0,1,1,01:36:58,-0.548387097,0.272727273,1,0,15,0,49.82068852,30.53487046,19.28581807,1
3694,0.784313725,0.549019608,0.518518519,0.840909091,0.75,0.8125,1,0,0,0,0.454545455,4,2,2,0,1,1,01:37:22,-0.516129032,0.454545455,1,0,30,0,57.48707989,32.94087046,24.54620944,1
3695,0.769230769,0.538461538,0.518518519,0.840909091,0.75,0.8125,2,0,0,0,0.303030303,4,2,3,0,1,1,01:37:35,-0.483870968,0.303030303,1,0,40,0,60.74847929,30.93587046,29.81260883,1
3696,0.769230769,0.538461538,0.518518519,0.840909091,0.75,0.823529412,2,0,1,0,-0.515151515,2,2,0,0,2,2,01:39:13,-0.516129032,-0.515151515,0,1,0,0,23.58814929,36.80010487,-13.21195558,2
3697,0.769230769,0.538461538,0.518518519,0.844444444,0.755555556,0.823529412,1,0,1,0,0.363636364,4,2,0,1,2,1,01:39:44,-0.548387097,0.363636364,0,1,0,15,35.85054929,54.75028497,-18.89973568,2
3698,0.769230769,0.538461538,0.518518519,0.844444444,0.755555556,0.833333333,0,0,2,0,0,3,2,0,2,2,2,01:40:12,-0.580645161,0,0,1,0,30,36.12194929,54.30642555,-18.18447627,2
3699,0.769230769,0.538461538,0.518518519,0.847826087,0.760869565,0.833333333,0,0,1,0,0.454545455,4,2,0,3,2,1,01:40:48,-0.612903226,0.454545455,0,1,0,40,35.63694929,64.49023565,-28.85328636,2
3700,0.773584906,0.528301887,0.518518519,0.847826087,0.760869565,0.833333333,0,0,2,0,0.03030303,5,2,0,0,1,1,01:41:20,-0.64516129,0.03030303,1,0,0,0,57.21709192,29.69289565,27.52419627,2
3701,0.759259259,0.518518519,0.518518519,0.847826087,0.760869565,0.833333333,0,0,1,0,0.454545455,4,2,0,1,1,1,01:41:45,-0.677419355,0.454545455,1,0,0,15,54.13996149,37.37356565,16.76639584,2
3702,0.759259259,0.518518519,0.5,0.847826087,0.760869565,0.833333333,0,0,2,0,-0.212121212,4,2,0,2,1,2,01:42:29,-0.709677419,-0.212121212,1,0,0,30,53.87944296,35.01823565,18.86120732,2
3703,0.745454545,0.509090909,0.5,0.847826087,0.760869565,0.833333333,1,0,1,0,0.454545455,4,2,0,3,1,1,01:43:06,-0.677419355,0.454545455,1,0,0,40,55.33204454,45.80690565,9.525138893,1
3704,0.75,0.5,0.5,0.847826087,0.760869565,0.833333333,1,0,1,0,0.575757576,2,2,1,0,1,1,01:43:24,-0.709677419,0.575757576,1,0,15,40,56.604605,30.46089565,26.14370935,2
3705,0.75,0.5,0.5,0.85106383,0.765957447,0.833333333,1,0,0,0,0.03030303,5,1,0,0,2,1,01:45:38,-0.741935484,0.03030303,0,1,0,0,25.636675,47.30954702,-21.67287202,2
3706,0.75,0.5,0.5,0.85106383,0.765957447,0.842105263,0,0,0,0,-0.606060606,1,2,0,1,2,2,01:45:53,-0.774193548,-0.606060606,0,1,0,15,10.565675,37.91786965,-27.35219465,2
3707,0.75,0.5,0.5,0.833333333,0.75,0.842105263,0,0,1,0,0.424242424,4,1,0,2,2,1,01:46:31,-0.806451613,0.424242424,0,1,0,30,33.683075,58.64915596,-24.96608096,2
3708,0.75,0.5,0.5,0.816326531,0.734693878,0.842105263,0,1,1,0,0.515151515,4,2,0,3,2,1,01:46:55,-0.838709677,0.515151515,0,1,0,40,36.002675,66.97421917,-30.97154417,2
3709,0.754385965,0.49122807,0.5,0.816326531,0.734693878,0.842105263,0,1,1,0,0.181818182,5,1,0,0,1,1,01:47:36,-0.870967742,0.181818182,1,0,0,0,51.2780686,32.26327917,19.01478943,2
3710,0.754385965,0.49122807,0.517241379,0.816326531,0.734693878,0.842105263,0,1,0,0,-0.424242424,3,2,0,1,1,2,01:48:03,-0.838709677,-0.424242424,1,0,0,15,36.00708239,27.52654917,8.480533221,1
3711,0.74137931,0.482758621,0.517241379,0.816326531,0.734693878,0.842105263,1,0,0,0,0.121212121,5,1,1,0,1,1,01:48:35,-0.806451613,0.121212121,1,0,15,15,49.44952827,29.47797917,19.97154911,1
3712,0.745762712,0.491525424,0.517241379,0.816326531,0.734693878,0.842105263,1,0,0,1,0.242424242,4,2,2,0,1,1,01:48:50,-0.774193548,0.242424242,1,0,30,15,54.09939464,36.24857917,17.85081548,1
3713,0.75,0.5,0.517241379,0.816326531,0.734693878,0.842105263,1,0,0,1,0.515151515,4,2,3,0,1,1,01:49:18,-0.741935484,0.515151515,1,0,40,15,61.78501879,39.85757917,21.92743963,1
3714,0.75,0.5,0.517241379,0.82,0.74,0.842105263,0,0,1,1,0.424242424,2,2,0,0,2,1,01:49:52,-0.774193548,0.424242424,0,1,0,0,30.58208879,53.09178263,-22.50969384,2
3715,0.75,0.5,0.517241379,0.823529412,0.725490196,0.842105263,0,0,1,0,0.454545455,4,2,0,1,2,1,01:50:15,-0.741935484,0.454545455,0,1,0,15,35.28308879,55.74493891,-20.46185011,1
3716,0.75,0.5,0.517241379,0.823529412,0.725490196,0.85,0,0,2,0,-0.272727273,2,2,1,0,2,2,01:50:38,-0.774193548,-0.272727273,0,1,15,15,34.00908879,39.89571628,-5.886627484,2
3717,0.75,0.5,0.517241379,0.826923077,0.730769231,0.85,0,0,1,0,0.272727273,3,2,0,1,2,1,01:51:14,-0.806451613,0.272727273,0,1,15,30,30.72708879,51.28239231,-20.55530352,2
3718,0.75,0.5,0.517241379,0.826923077,0.730769231,0.857142857,0,0,1,0,-0.151515152,1,2,0,2,2,2,01:51:33,-0.838709677,-0.151515152,0,1,15,40,23.06308879,47.87256231,-24.80947352,2
3719,0.737704918,0.491803279,0.517241379,0.826923077,0.730769231,0.857142857,0,0,1,0,0.03030303,3,2,0,0,1,1,01:53:23,-0.870967742,0.03030303,1,0,0,0,46.08254215,25.21189231,20.87064985,2
3720,0.737704918,0.491803279,0.5,0.826923077,0.730769231,0.857142857,0,0,2,0,-0.515151515,3,2,0,1,1,2,01:53:47,-0.903225806,-0.515151515,1,0,0,15,47.43212836,24.46056231,22.97156605,2
3721,0.741935484,0.5,0.5,0.826923077,0.730769231,0.857142857,0,0,2,0,0.242424242,2,2,0,2,1,1,01:54:29,-0.870967742,0.242424242,1,0,0,30,53.13197839,34.30223231,18.82974608,1
3722,0.741935484,0.5,0.516129032,0.826923077,0.730769231,0.857142857,0,0,1,0,-0.454545455,3,2,1,0,1,2,01:55:19,-0.838709677,-0.454545455,1,0,15,30,45.98607516,21.04589231,24.94018285,1
3723,0.73015873,0.492063492,0.516129032,0.826923077,0.730769231,0.857142857,1,0,0,0,0.121212121,5,1,2,0,1,1,01:56:09,-0.806451613,0.121212121,1,0,30,30,53.43971884,29.59829231,23.84142653,1
3724,0.71875,0.484375,0.516129032,0.826923077,0.730769231,0.857142857,2,0,0,0,0.424242424,4,2,3,0,1,1,01:56:40,-0.774193548,0.424242424,1,0,40,30,61.7211674,32.57489231,29.14627509,1
3725,0.71875,0.484375,0.516129032,0.826923077,0.730769231,0.863636364,2,0,0,0,-0.272727273,4,2,0,0,2,2,01:57:08,-0.806451613,-0.272727273,0,1,0,0,24.0648374,44.31931322,-20.25447582,2
3726,0.71875,0.484375,0.516129032,0.811320755,0.716981132,0.863636364,1,1,0,0,0.242424242,4,2,0,1,2,1,01:57:46,-0.838709677,0.242424242,0,1,0,15,27.2152374,54.90934563,-27.69410823,2
