,p1_Turning_point_count,p2_Turning_point_count,continuous_wins_p1,continuous_wins_p2
2623,0,0,0,0
2624,0,0,1,0
2625,1,1,1,0
2626,0,0,0,0
2627,0,0,0,1
2628,0,0,0,1
2629,0,0,0,1
2630,1,1,1,0
2631,0,0,0,0
2632,0,0,1,0
2633,0,0,1,0
2634,0,0,1,0
2635,1,1,0,0
2636,0,0,0,1
2637,0,0,1,0
2638,0,0,0,1
2639,0,0,0,1
2640,1,1,1,0
2641,0,0,0,0
2642,0,0,1,0
2643,0,0,1,0
2644,0,0,1,0
2645,1,1,0,0
2646,0,0,1,0
2647,0,0,1,0
2648,0,0,0,1
2649,0,0,0,1
2650,1,1,1,0
2651,0,0,0,1
2652,0,0,1,0
2653,0,0,0,0
2654,0,0,0,1
2655,1,1,0,0
2656,0,0,0,0
2657,0,0,0,1
2658,0,0,0,1
2659,0,0,0,1
2660,1,1,0,0
2661,0,0,1,0
2662,0,0,1,0
2663,0,0,1,0
2664,0,0,0,1
2665,1,1,0,0
2666,0,0,1,0
2667,0,0,0,1
2668,0,0,0,1
2669,0,0,0,1
2670,1,1,0,0
2671,0,0,1,0
2672,0,0,1,0
2673,0,0,1,0
2674,0,0,0,1
2675,1,1,0,0
2676,0,0,0,1
2677,0,0,1,0
2678,0,0,1,0
2679,0,0,0,1
2680,1,1,0,1
2681,0,0,0,0
2682,0,0,1,0
2683,0,0,1,0
2684,0,0,1,0
2685,1,1,0,0
2686,0,0,0,1
2687,0,0,0,1
2688,0,0,1,0
2689,0,0,0,1
2690,1,1,0,0
2691,0,0,1,0
2692,0,0,1,0
2693,0,0,1,0
2694,0,0,0,0
2695,1,1,0,1
2696,0,0,1,0
2697,0,0,0,1
2698,0,0,0,1
2699,0,0,0,0
2700,1,1,0,1
2701,0,0,1,0
2702,0,0,1,0
2703,0,0,0,0
2704,0,0,0,1
2705,1,1,0,0
2706,0,0,0,1
2707,0,0,0,0
2708,0,0,1,0
2709,0,0,0,0
2710,1,1,0,1
2711,0,0,1,0
2712,0,0,0,1
2713,0,0,0,1
2714,0,0,1,0
2715,1,1,0,0
2716,0,0,0,1
2717,0,0,1,0
2718,0,0,0,0
2719,0,0,1,0
2720,1,1,0,0
2721,0,0,0,0
2722,0,0,1,0
2723,0,0,0,0
2724,0,0,0,1
2725,1,1,1,0
2726,0,0,0,1
2727,0,0,1,0
2728,0,0,0,0
2729,0,0,0,0
2730,1,1,1,0
2731,0,0,0,1
2732,0,0,0,1
2733,0,0,0,0
2734,0,0,0,0
2735,1,1,0,1
2736,0,0,0,0
2737,0,0,0,1
2738,0,0,0,1
2739,0,0,0,1
2740,1,1,0,0
2741,0,0,1,0
2742,0,0,1,0
2743,0,0,1,0
2744,0,0,0,0
2745,1,1,0,1
2746,0,0,0,1
2747,0,0,0,1
2748,0,0,1,0
2749,0,0,0,0
2750,1,1,1,0
2751,0,0,1,0
2752,0,0,1,0
2753,0,0,0,0
2754,0,0,1,0
2755,1,1,1,0
2756,0,0,0,1
2757,0,0,0,1
2758,0,0,0,1
2759,0,0,0,0
2760,1,1,1,0
2761,0,0,1,0
2762,0,0,1,0
2763,0,0,0,1
2764,0,0,0,1
2765,1,1,0,0
2766,0,0,1,0
2767,0,0,0,1
2768,0,0,1,0
2769,0,0,0,1
2770,1,1,1,0
2771,0,0,0,1
2772,0,0,0,1
2773,0,0,0,0
2774,0,0,0,1
2775,1,1,1,0
2776,0,0,1,0
2777,0,0,0,1
2778,0,0,0,1
2779,0,0,0,0
2780,1,1,0,1
2781,0,0,0,1
2782,0,0,0,1
2783,0,0,1,0
2784,0,0,0,0
2785,1,1,0,1
2786,0,0,1,0
2787,0,0,0,1
2788,0,0,1,0
2789,0,0,1,0
2790,1,1,0,0
2791,0,0,0,1
2792,0,0,0,1
2793,0,0,0,1
2794,0,0,0,0
2795,1,1,1,0
2796,0,0,1,0
2797,0,0,0,1
2798,0,0,1,0
2799,0,0,0,1
2800,1,1,0,1
2801,0,0,1,0
2802,0,0,0,0
2803,0,0,1,0
2804,0,0,0,0
2805,1,1,0,1
2806,0,0,0,1
2807,0,0,0,1
2808,0,0,0,0
2809,0,0,0,1
2810,1,1,1,0
2811,0,0,0,1
2812,0,0,1,0
2813,0,0,1,0
2814,0,0,0,0
2815,1,1,0,1
2816,0,0,0,1
2817,0,0,1,0
2818,0,0,0,1
2819,0,0,0,0
2820,1,1,1,0
2821,0,0,0,1
2822,0,0,1,0
2823,0,0,1,0
2824,0,0,0,0
2825,1,1,1,0
2826,0,0,0,1
2827,0,0,1,0
2828,0,0,1,0
2829,0,0,0,1
2830,1,1,0,1
2831,0,0,1,0
2832,0,0,0,0
2833,0,0,0,1
2834,0,0,0,0
2835,1,1,0,1
2836,0,0,0,1
2837,0,0,1,0
2838,0,0,0,1
2839,0,0,0,0
2840,1,1,0,1
2841,0,0,0,1
2842,0,0,0,1
2843,0,0,1,0
2844,0,0,1,0
2845,1,1,1,0
2846,0,0,4,0
2847,0,0,0,0
2848,0,0,0,1
2849,0,0,0,1
2850,1,1,0,1
2851,0,0,0,0
2852,0,0,0,1
2853,0,0,1,0
2854,0,0,1,0
2855,1,1,0,1
2856,0,0,1,0
2857,0,0,0,0
2858,0,0,0,1
2859,0,0,0,1
2860,1,1,0,1
2861,0,0,1,0
2862,0,0,0,0
2863,0,0,1,0
2864,0,0,0,1
2865,1,1,1,0
2866,0,0,0,1
2867,0,0,0,1
2868,0,0,0,0
2869,0,0,0,1
2870,1,1,0,1
2871,0,0,1,0
2872,0,0,1,0
2873,0,0,0,1
2874,0,0,0,0
2875,1,1,1,0
2876,0,0,0,1
2877,0,0,1,0
2878,0,0,0,1
2879,0,0,1,0
2880,1,1,0,0
2881,0,0,1,0
2882,0,0,0,1
2883,0,0,0,1
2884,0,0,0,1
2885,1,1,0,0
2886,0,0,1,0
2887,0,0,1,0
2888,0,0,0,1
2889,0,0,0,1
2890,1,1,0,1
2891,0,0,1,0
2892,0,0,0,1
2893,0,0,0,0
2894,0,0,0,1
2895,1,1,0,0
2896,0,0,0,1
2897,0,0,0,1
2898,0,0,0,1
2899,0,0,0,0
2900,1,1,0,1
2901,0,0,1,0
2902,0,0,0,1
2903,0,0,1,0
2904,0,0,0,1
2905,1,1,0,0
2906,0,0,0,1
2907,0,0,1,0
2908,0,0,0,1
2909,0,0,0,1
2910,1,1,0,0
2911,0,0,1,0
2912,0,0,1,0
2913,0,0,0,1
2914,0,0,1,0
2915,1,1,0,1
2916,0,0,0,1
2917,0,0,1,0
2918,0,0,0,0
2919,0,0,0,1
2920,1,1,0,1
2921,0,0,0,0
2922,0,0,0,0
2923,0,0,0,1
2924,0,0,0,1
2925,1,1,0,1
2926,0,0,0,0
2927,0,0,0,1
2928,0,0,0,1
2929,0,0,0,1
2930,1,1,1,0
2931,0,0,1,0
2932,0,0,0,0
2933,0,0,1,0
2934,0,0,1,0
2935,1,1,1,0
2936,0,0,0,0
2937,0,0,0,1
2938,0,0,0,1
2939,0,0,1,0
2940,1,1,0,1
2941,0,0,0,0
2942,0,0,1,0
2943,0,0,1,0
2944,0,0,0,1
2945,1,1,1,0
2946,0,0,0,0
2947,0,0,0,1
2948,0,0,0,1
2949,0,0,1,0
2950,1,1,0,1
2951,0,0,1,0
2952,0,0,0,0
2953,0,0,1,0
2954,0,0,1,0
2955,1,1,1,0
2956,0,0,0,0
2957,0,0,0,1
2958,0,0,0,1
2959,0,0,0,1
2960,1,1,0,0
2961,0,0,1,0
2962,0,0,0,1
2963,0,0,1,0
2964,0,0,0,0
2965,1,1,0,1
2966,0,0,1,0
2967,0,0,0,1
2968,0,0,0,1
2969,0,0,0,0
2970,1,1,1,0
2971,0,0,1,0
2972,0,0,1,0
2973,0,0,0,0
2974,0,0,0,1
2975,1,1,0,1
2976,0,0,0,1
2977,0,0,0,0
2978,0,0,1,0
2979,0,0,1,0
2980,1,1,0,1
2981,0,0,1,0
2982,0,0,0,1
2983,0,0,0,1
2984,0,0,1,0
2985,1,1,0,0
2986,0,0,1,0
2987,0,0,0,0
2988,0,0,0,0
2989,0,0,1,0
2990,1,1,1,0
2991,0,0,0,1
2992,0,0,1,0
2993,0,0,0,1
2994,0,0,0,1
2995,1,1,0,1
2996,0,0,0,0
2997,0,0,0,1
2998,0,0,1,0
2999,0,0,0,1
3000,1,1,1,0
3001,0,0,1,0
3002,0,0,0,0
3003,0,0,0,1
3004,0,0,1,0
3005,1,1,0,1
3006,0,0,0,1
3007,0,0,0,0
3008,0,0,1,0
3009,0,0,1,0
3010,1,1,1,0
3011,0,0,0,0
3012,0,0,1,0
3013,0,0,0,1
3014,0,0,0,1
3015,1,1,0,1
3016,0,0,1,0
3017,0,0,1,0
3018,0,0,0,1
3019,0,0,0,0
3020,1,1,1,0
3021,0,0,1,0
3022,0,0,0,0
3023,0,0,0,1
3024,0,0,1,0
3025,1,1,0,1
3026,0,0,1,0
3027,0,0,1,0
3028,0,0,0,1
3029,0,0,0,1
3030,1,1,0,0
3031,0,0,0,1
3032,0,0,1,0
3033,0,0,0,1
3034,0,0,0,1
3035,1,1,1,0
3036,0,0,0,0
3037,0,0,0,1
3038,0,0,0,1
3039,0,0,1,0
3040,1,1,1,0
3041,0,0,0,1
3042,0,0,1,0
3043,0,0,0,1
3044,0,0,0,0
3045,1,1,1,0
3046,0,0,0,1
3047,0,0,1,0
3048,0,0,0,1
3049,0,0,0,1
3050,1,1,1,0
3051,0,0,1,0
3052,0,0,0,0
3053,0,0,1,0
3054,0,0,0,0
3055,1,1,1,0
3056,0,0,0,0
3057,0,0,1,0
3058,0,0,1,0
3059,0,0,0,1
3060,1,1,0,1
3061,0,0,1,0
3062,0,0,0,1
3063,0,0,0,1
3064,0,0,0,0
3065,1,1,1,0
3066,0,0,0,1
3067,0,0,1,0
3068,0,0,1,0
3069,0,0,0,0
3070,1,1,1,0
3071,0,0,1,0
3072,0,0,1,0
3073,0,0,0,0
3074,0,0,1,0
3075,1,1,1,0
3076,0,0,1,0
3077,0,0,0,1
3078,0,0,0,0
3079,0,0,0,1
3080,1,1,0,1
3081,0,0,0,1
3082,0,0,0,0
3083,0,0,1,0
3084,0,0,1,0
3085,1,1,1,0
3086,0,0,0,0
3087,0,0,0,1
3088,0,0,1,0
3089,0,0,0,1
3090,1,1,0,1
3091,0,0,0,0
3092,0,0,1,0
3093,0,0,1,0
3094,0,0,0,0
3095,1,1,0,1
3096,0,0,0,0
3097,0,0,1,0
3098,0,0,0,1
3099,0,0,0,1
3100,1,1,0,1
3101,0,0,0,0
3102,0,0,1,0
3103,0,0,0,0
3104,0,0,1,0
3105,1,1,0,0
3106,0,0,1,0
3107,0,0,1,0
3108,0,0,1,0
3109,0,0,0,1
3110,1,1,0,1
3111,0,0,0,1
3112,0,0,1,0
3113,0,0,0,0
3114,0,0,0,1
3115,1,1,0,0
3116,0,0,1,0
3117,0,0,0,0
3118,0,0,1,0
3119,0,0,0,0
3120,1,1,1,0
3121,0,0,1,0
3122,0,0,1,0
3123,0,0,0,1
3124,0,0,0,1
3125,1,1,0,1
3126,0,0,1,0
3127,0,0,0,0
3128,0,0,1,0
3129,0,0,0,1
3130,1,1,0,1
3131,0,0,1,0
3132,0,0,0,1
3133,0,0,1,0
3134,0,0,1,0
3135,1,1,0,0
3136,0,0,0,1
3137,0,0,0,0
3138,0,0,1,0
3139,0,0,0,1
3140,1,1,1,0
3141,0,0,1,0
3142,0,0,0,0
3143,0,0,0,1
3144,0,0,0,1
3145,1,1,0,1
3146,0,0,0,0
3147,0,0,0,1
3148,0,0,1,0
3149,0,0,0,1
3150,1,1,1,0
3151,0,0,1,0
3152,0,0,0,0
3153,0,0,1,0
3154,0,0,0,1
3155,1,1,1,0
3156,0,0,1,0
3157,0,0,0,1
3158,0,0,0,1
3159,0,0,1,0
3160,1,1,0,0
3161,0,0,1,0
3162,0,0,1,0
3163,0,0,1,0
3164,0,0,0,0
3165,1,1,1,0
3166,0,0,0,1
3167,0,0,1,0
3168,0,0,0,1
3169,0,0,0,0
3170,1,1,0,0
3171,0,0,1,0
3172,0,0,0,1
3173,0,0,1,0
3174,0,0,0,0
3175,1,1,0,1
3176,0,0,0,1
3177,0,0,0,1
3178,0,0,0,0
3179,0,0,1,0
3180,1,1,1,0
3181,0,0,1,0
3182,0,0,0,0
3183,0,0,0,1
3184,0,0,1,0
3185,1,1,0,1
3186,0,0,0,1
3187,0,0,0,0
3188,0,0,1,0
3189,0,0,1,0
3190,1,1,1,0
3191,0,0,0,0
3192,0,0,1,0
3193,0,0,1,0
3194,0,0,0,1
3195,1,1,1,0
3196,0,0,0,0
3197,0,0,1,0
3198,0,0,1,0
3199,0,0,0,1
3200,1,1,1,0
3201,0,0,0,1
3202,0,0,0,1
3203,0,0,0,0
3204,0,0,1,0
3205,1,1,0,0
3206,0,0,1,0
3207,0,0,1,0
3208,0,0,1,0
3209,0,0,0,1
3210,1,1,0,1
3211,0,0,0,1
3212,0,0,0,1
3213,0,0,0,0
3214,0,0,1,0
3215,1,1,0,0
3216,0,0,0,1
3217,0,0,1,0
3218,0,0,1,0
3219,0,0,0,1
3220,1,1,0,1
3221,0,0,0,0
3222,0,0,1,0
3223,0,0,1,0
3224,0,0,0,0
3225,1,1,0,1
3226,0,0,0,1
3227,0,0,0,1
3228,0,0,1,0
3229,0,0,0,0
3230,1,1,1,0
3231,0,0,0,1
3232,0,0,1,0
3233,0,0,1,0
3234,0,0,0,1
3235,1,1,0,0
3236,0,0,0,1
3237,0,0,0,1
3238,0,0,0,1
3239,0,0,1,0
3240,1,1,0,0
3241,0,0,0,1
3242,0,0,1,0
3243,0,0,1,0
3244,0,0,0,0
3245,1,1,0,1
3246,0,0,0,0
3247,0,0,0,0
3248,0,0,1,0
3249,0,0,0,0
3250,1,1,1,0
3251,0,0,0,0
3252,0,0,0,1
3253,0,0,0,0
3254,0,0,1,0
3255,1,1,0,0
3256,0,0,1,0
3257,0,0,0,0
3258,0,0,0,1
3259,0,0,1,0
3260,1,1,1,0
3261,0,0,1,0
3262,0,0,0,1
3263,0,0,0,0
3264,0,0,0,1
3265,1,1,0,1
3266,0,0,1,0
3267,0,0,0,1
3268,0,0,1,0
3269,0,0,1,0
3270,1,1,1,0
3271,0,0,0,0
3272,0,0,1,0
3273,0,0,0,0
3274,0,0,1,0
3275,1,1,0,0
3276,0,0,0,1
3277,0,0,0,1
3278,0,0,0,1
3279,0,0,0,0
3280,1,1,1,0
3281,0,0,0,0
3282,0,0,1,0
3283,0,0,0,0
3284,0,0,0,1
3285,1,1,1,0
3286,0,0,0,1
3287,0,0,1,0
3288,0,0,0,1
3289,0,0,0,0
3290,1,1,1,0
3291,0,0,0,0
3292,0,0,1,0
3293,0,0,0,0
3294,0,0,0,1
3295,1,1,0,1
3296,0,0,0,1
3297,0,0,0,0
3298,0,0,1,0
3299,0,0,0,1
3300,1,1,1,0
3301,0,0,1,0
3302,0,0,0,0
3303,0,0,0,1
3304,0,0,0,1
3305,1,1,0,1
3306,0,0,0,0
3307,0,0,1,0
3308,0,0,1,0
3309,0,0,0,1
3310,1,1,0,1
3311,0,0,0,1
3312,0,0,0,0
3313,0,0,1,0
3314,0,0,0,1
3315,1,1,0,1
3316,0,0,0,1
3317,0,0,0,0
3318,0,0,1,0
3319,0,0,0,1
3320,1,1,0,1
3321,0,0,1,0
3322,0,0,0,1
3323,0,0,1,0
3324,0,0,1,0
3325,1,1,0,0
3326,0,0,0,1
3327,0,0,0,1
3328,0,0,1,0
3329,0,0,0,1
3330,1,1,0,0
3331,0,0,1,0
3332,0,0,1,0
3333,0,0,0,1
3334,0,0,1,0
3335,1,1,0,0
3336,0,0,0,0
3337,0,0,0,1
3338,0,0,1,0
3339,0,0,1,0
3340,1,1,0,1
3341,0,0,1,0
3342,0,0,0,0
3343,0,0,1,0
3344,0,0,0,1
3345,1,1,0,1
3346,0,0,0,1
3347,0,0,0,0
3348,0,0,1,0
3349,0,0,1,0
3350,1,1,1,0
3351,0,0,0,0
3352,0,0,0,1
3353,0,0,1,0
3354,0,0,1,0
3355,1,1,0,1
3356,0,0,0,0
3357,0,0,0,1
3358,0,0,0,0
3359,0,0,1,0
3360,1,1,1,0
3361,0,0,1,0
3362,0,0,0,0
3363,0,0,0,1
3364,0,0,0,1
3365,1,1,0,1
3366,0,0,0,0
3367,0,0,1,0
3368,0,0,1,0
3369,0,0,1,0
3370,1,1,0,0
3371,0,0,1,0
3372,0,0,0,1
3373,0,0,0,1
3374,0,0,0,1
3375,1,1,1,0
3376,0,0,0,0
3377,0,0,0,1
3378,0,0,1,0
3379,0,0,1,0
3380,1,1,1,0
3381,0,0,0,0
3382,0,0,0,1
3383,0,0,0,1
3384,0,0,1,0
3385,1,1,0,1
3386,0,0,1,0
3387,0,0,1,0
3388,0,0,0,1
3389,0,0,0,0
3390,1,1,0,1
3391,0,0,1,0
3392,0,0,1,0
3393,0,0,0,0
3394,0,0,0,0
3395,1,1,0,1
3396,0,0,0,1
3397,0,0,0,1
3398,0,0,0,0
3399,0,0,0,0
3400,1,1,0,1
3401,0,0,0,1
3402,0,0,1,0
3403,0,0,0,1
3404,0,0,0,0
3405,1,1,0,1
3406,0,0,1,0
3407,0,0,1,0
3408,0,0,1,0
3409,0,0,0,0
3410,1,1,0,1
3411,0,0,0,1
3412,0,0,0,1
3413,0,0,0,0
3414,0,0,1,0
3415,1,1,1,0
3416,0,0,1,0
3417,0,0,0,1
3418,0,0,0,0
3419,0,0,0,1
3420,1,1,0,1
3421,0,0,0,1
3422,0,0,0,0
3423,0,0,0,1
3424,0,0,1,0
3425,1,1,0,1
3426,0,0,0,0
3427,0,0,1,0
3428,0,0,0,1
3429,0,0,0,1
3430,1,1,0,1
3431,0,0,1,0
3432,0,0,0,0
3433,0,0,1,0
3434,0,0,1,0
3435,1,1,1,0
3436,0,0,0,0
3437,0,0,0,1
3438,0,0,1,0
3439,0,0,1,0
3440,1,1,0,1
3441,0,0,0,1
3442,0,0,0,0
3443,0,0,0,1
3444,0,0,1,0
3445,1,1,0,1
3446,0,0,1,0
3447,0,0,0,1
3448,0,0,1,0
3449,0,0,0,0
3450,1,1,0,1
3451,0,0,1,0
3452,0,0,0,1
3453,0,0,1,0
3454,0,0,1,0
3455,1,1,0,0
3456,0,0,0,1
3457,0,0,0,1
3458,0,0,0,1
3459,0,0,0,0
3460,1,1,1,0
3461,0,0,0,1
3462,0,0,1,0
3463,0,0,1,0
3464,0,0,0,0
3465,1,1,1,0
3466,0,0,1,0
3467,0,0,0,1
3468,0,0,1,0
3469,0,0,0,1
3470,1,1,0,1
3471,0,0,0,1
3472,0,0,0,0
3473,0,0,0,1
3474,0,0,0,0
3475,1,1,0,1
3476,0,0,0,0
3477,0,0,0,1
3478,0,0,1,0
3479,0,0,1,0
3480,1,1,1,0
3481,0,0,0,0
3482,0,0,1,0
3483,0,0,0,1
3484,0,0,0,1
3485,1,1,0,1
3486,0,0,0,0
3487,0,0,1,0
3488,0,0,1,0
3489,0,0,0,1
3490,1,1,0,1
3491,0,0,1,0
3492,0,0,0,0
3493,0,0,0,1
3494,0,0,0,1
3495,1,1,1,0
3496,0,0,1,0
3497,0,0,0,1
3498,0,0,0,1
3499,0,0,0,0
3500,1,1,1,0
3501,0,0,0,0
3502,0,0,1,0
3503,0,0,0,1
3504,0,0,0,1
3505,1,1,1,0
3506,0,0,0,1
3507,0,0,1,0
3508,0,0,0,1
3509,0,0,0,0
3510,1,1,0,1
3511,0,0,0,0
3512,0,0,0,1
3513,0,0,0,0
3514,0,0,1,0
3515,1,1,0,1
3516,0,0,1,0
3517,0,0,1,0
3518,0,0,0,0
3519,0,0,1,0
3520,1,1,1,0
3521,0,0,1,0
3522,0,0,0,0
3523,0,0,1,0
3524,0,0,1,0
3525,1,1,1,0
3526,0,0,0,0
3527,0,0,1,0
3528,0,0,1,0
3529,0,0,0,1
3530,1,1,0,1
3531,0,0,1,0
3532,0,0,0,1
3533,0,0,1,0
3534,0,0,0,0
3535,1,1,1,0
3536,0,0,0,0
3537,0,0,1,0
3538,0,0,0,0
3539,0,0,0,1
3540,1,1,0,0
3541,0,0,1,0
3542,0,0,1,0
3543,0,0,1,0
3544,0,0,0,0
3545,1,1,1,0
3546,0,0,1,0
3547,0,0,1,0
3548,0,0,0,1
3549,0,0,0,1
3550,1,1,0,1
3551,0,0,0,0
3552,0,0,1,0
3553,0,0,1,0
3554,0,0,1,0
3555,1,1,0,1
3556,0,0,0,1
3557,0,0,0,0
3558,0,0,1,0
3559,0,0,1,0
3560,1,1,0,0
3561,0,0,0,0
3562,0,0,0,1
3563,0,0,0,1
3564,0,0,1,0
3565,1,1,0,1
3566,0,0,1,0
3567,0,0,0,0
3568,0,0,0,1
3569,0,0,0,1
3570,1,1,0,1
3571,0,0,0,0
3572,0,0,0,1
3573,0,0,0,1
3574,0,0,0,1
3575,1,1,0,0
3576,0,0,1,0
3577,0,0,1,0
3578,0,0,1,0
3579,0,0,0,1
3580,1,1,0,0
3581,0,0,0,1
3582,0,0,0,0
3583,0,0,1,0
3584,0,0,0,1
3585,1,1,0,0
3586,0,0,1,0
3587,0,0,1,0
3588,0,0,1,0
3589,0,0,0,1
3590,1,1,0,0
3591,0,0,0,1
3592,0,0,0,1
3593,0,0,0,1
3594,0,0,1,0
3595,1,1,0,0
3596,0,0,0,1
3597,0,0,0,1
3598,0,0,1,0
3599,0,0,1,0
3600,1,1,0,0
3601,0,0,0,1
3602,0,0,1,0
3603,0,0,0,1
3604,0,0,0,1
3605,1,1,0,0
3606,0,0,0,1
3607,0,0,1,0
3608,0,0,1,0
3609,0,0,1,0
3610,1,1,0,0
3611,0,0,0,1
3612,0,0,0,1
3613,0,0,0,1
3614,0,0,0,0
3615,1,1,0,1
3616,0,0,0,0
3617,0,0,0,1
3618,0,0,1,0
3619,0,0,1,0
3620,1,1,1,0
3621,0,0,0,0
3622,0,0,0,1
3623,0,0,0,1
3624,0,0,1,0
3625,1,1,0,1
3626,0,0,0,0
3627,0,0,1,0
3628,0,0,1,0
3629,0,0,1,0
3630,1,1,0,1
3631,0,0,0,0
3632,0,0,0,1
3633,0,0,0,1
3634,0,0,0,1
3635,1,1,0,0
3636,0,0,0,0
3637,0,0,1,0
3638,0,0,0,1
3639,0,0,0,1
3640,1,1,1,0
3641,0,0,1,0
3642,0,0,0,0
3643,0,0,0,1
3644,0,0,0,0
3645,1,1,0,1
3646,0,0,0,0
3647,0,0,1,0
3648,0,0,1,0
3649,0,0,0,1
3650,1,1,0,1
3651,0,0,1,0
3652,0,0,0,0
3653,0,0,0,1
3654,0,0,0,1
3655,1,1,0,1
3656,0,0,0,0
3657,0,0,1,0
3658,0,0,0,1
3659,0,0,0,1
3660,1,1,1,0
3661,0,0,1,0
3662,0,0,0,0
3663,0,0,0,0
3664,0,0,0,1
3665,1,1,1,0
3666,0,0,1,0
3667,0,0,0,1
3668,0,0,1,0
3669,0,0,0,0
3670,1,1,0,1
3671,0,0,0,1
3672,0,0,0,1
3673,0,0,0,0
3674,0,0,1,0
3675,1,1,1,0
3676,0,0,1,0
3677,0,0,0,1
3678,0,0,0,0
3679,0,0,0,1
3680,1,1,0,1
3681,0,0,0,1
3682,0,0,0,0
3683,0,0,0,1
3684,0,0,1,0
3685,1,1,1,0
3686,0,0,0,1
3687,0,0,0,0
3688,0,0,0,1
3689,0,0,0,1
3690,1,1,1,0
3691,0,0,0,1
3692,0,0,0,0
3693,0,0,1,0
3694,0,0,1,0
3695,1,1,1,0
3696,0,0,0,0
3697,0,0,0,1
3698,0,0,0,1
3699,0,0,0,1
3700,1,1,0,0
3701,0,0,0,1
3702,0,0,0,1
3703,0,0,0,1
3704,0,0,1,0
3705,1,1,0,0
3706,0,0,0,1
3707,0,0,0,1
3708,0,0,0,1
3709,0,0,0,0
3710,1,1,0,1
3711,0,0,1,0
3712,0,0,1,0
3713,0,0,1,0
3714,0,0,0,0
3715,1,1,0,1
3716,0,0,1,0
3717,0,0,0,1
3718,0,0,0,1
3719,0,0,0,0
3720,1,1,0,1
3721,0,0,0,1
3722,0,0,1,0
3723,0,0,1,0
3724,0,0,1,0
3725,1,1,0,0
3726,0,0,0,1
3727,0,0,0,1
3728,0,0,1,0
3729,0,0,0,1
3730,1,1,1,0
3731,0,0,0,0
3732,0,0,1,0
3733,0,0,1,0
3734,0,0,0,1
3735,1,1,1,0
3736,0,0,0,0
3737,0,0,1,0
3738,0,0,0,1
3739,0,0,0,1
3740,1,1,1,0
3741,0,0,1,0
3742,0,0,0,1
3743,0,0,0,1
3744,0,0,0,0
3745,1,1,1,0
3746,0,0,1,0
3747,0,0,0,0
3748,0,0,1,0
3749,0,0,1,0
3750,1,1,0,1
3751,0,0,0,1
3752,0,0,0,0
3753,0,0,1,0
3754,0,0,1,0
3755,1,1,1,0
3756,0,0,0,1
3757,0,0,0,0
3758,0,0,1,0
3759,0,0,0,1
3760,1,1,0,1
3761,0,0,1,0
3762,0,0,0,1
3763,0,0,1,0
3764,0,0,0,1
3765,1,1,0,0
3766,0,0,1,0
3767,0,0,0,0
3768,0,0,1,0
3769,0,0,0,0
3770,1,1,1,0
3771,0,0,0,1
3772,0,0,1,0
3773,0,0,0,1
3774,0,0,1,0
3775,1,1,0,0
3776,0,0,1,0
3777,0,0,0,1
3778,0,0,0,1
3779,0,0,1,0
3780,1,1,0,1
3781,0,0,0,0
3782,0,0,1,0
3783,0,0,1,0
3784,0,0,1,0
3785,1,1,0,0
3786,0,0,0,1
3787,0,0,0,1
3788,0,0,1,0
3789,0,0,0,1
3790,1,1,0,0
3791,0,0,1,0
3792,0,0,1,0
3793,0,0,0,1
3794,0,0,0,1
3795,1,1,0,1
3796,0,0,0,0
3797,0,0,1,0
3798,0,0,1,0
3799,0,0,1,0
3800,1,1,0,1
3801,0,0,0,1
3802,0,0,0,0
3803,0,0,0,1
3804,0,0,0,1
3805,1,1,1,0
3806,0,0,1,0
3807,0,0,1,0
3808,0,0,0,0
3809,0,0,1,0
3810,1,1,0,1
3811,0,0,1,0
3812,0,0,0,1
3813,0,0,0,1
3814,0,0,0,0
3815,1,1,0,1
3816,0,0,1,0
3817,0,0,1,0
3818,0,0,0,1
3819,0,0,0,1
3820,1,1,1,0
3821,0,0,0,1
3822,0,0,0,0
3823,0,0,1,0
3824,0,0,0,0
3825,1,1,0,1
3826,0,0,1,0
3827,0,0,1,0
3828,0,0,0,1
3829,0,0,0,1
3830,1,1,0,0
3831,0,0,0,1
3832,0,0,1,0
3833,0,0,1,0
3834,0,0,0,1
3835,1,1,1,0
3836,0,0,0,0
3837,0,0,1,0
3838,0,0,0,1
3839,0,0,1,0
3840,1,1,1,0
3841,0,0,0,1
3842,0,0,0,1
3843,0,0,1,0
3844,0,0,0,0
3845,1,1,0,1
3846,0,0,0,0
3847,0,0,1,0
3848,0,0,1,0
3849,0,0,1,0
3850,1,1,0,0
3851,0,0,1,0
3852,0,0,0,1
3853,0,0,0,1
3854,0,0,0,1
3855,1,1,0,0
3856,0,0,0,0
3857,0,0,0,1
3858,0,0,0,1
3859,0,0,1,0
3860,1,1,1,0
3861,0,0,0,1
3862,0,0,0,0
3863,0,0,1,0
3864,0,0,0,0
3865,1,1,1,0
3866,0,0,0,1
3867,0,0,0,1
3868,0,0,0,1
3869,0,0,0,0
3870,1,1,1,0
3871,0,0,1,0
3872,0,0,1,0
3873,0,0,0,0
3874,0,0,0,1
3875,1,1,0,1
3876,0,0,0,1
3877,0,0,0,0
3878,0,0,1,0
3879,0,0,1,0
3880,1,1,0,1
3881,0,0,0,1
3882,0,0,1,0
3883,0,0,0,0
3884,0,0,1,0
3885,1,1,0,1
3886,0,0,1,0
3887,0,0,1,0
3888,0,0,0,1
3889,0,0,0,1
3890,1,1,0,1
