,Indicator,Index_p2,Value,Indicator.1,Index_p1,Value.1,continuous_wins_p1,continuous_wins_p2,p2_winning_streak_count,p1_Turning_point_count,p2_Turning_point_count,p1_winning_streak_count
1746,,,,,,,1,0,0,,,0
1747,,,,,,,0,0,0,,,0
1748,,,,,,,1,0,0,,,0
1749,,,,,,,0,1,0,,,0
1750,,,,,,,0,1,0,,,0
1751,,,,,,,1,0,0,,,0
1752,,,,,,,0,1,0,,,0
1753,,,,,,,0,0,0,,,0
1754,,,,,,,1,0,0,,,0
1755,,,,,,,0,1,0,,,0
1756,,,,,,,0,1,0,,,0
1757,,,,,,,1,0,0,,,0
1758,,,,,,,0,1,0,,,0
1759,,,,,,,0,0,0,,,0
1760,,,,,,,0,1,0,,,0
1761,,,,,,,0,1,0,,,0
1762,,,,,,,0,1,0,,,0
1763,,,,,,,0,0,0,,,0
1764,,,,,,,1,0,0,,,0
1765,,,,,,,1,0,0,,,0
1766,,,,,,,1,0,0,,,0
1767,,,,,,,0,0,0,,,0
1768,,,,,,,0,1,0,,,0
1769,,,,,,,1,0,0,,,0
1770,,,,,,,1,0,0,,,0
1771,,,,,,,0,1,0,,,0
1772,,,,,,,0,1,0,,,0
1773,,,,,,,0,0,0,,,0
1774,,,,,,,1,0,0,,,0
1775,,,,,,,1,0,0,,,0
1776,,,,,,,1,0,0,,,0
1777,,,,,,,0,0,0,,,0
1778,,,,,,,0,1,0,,,0
1779,,,,,,,0,1,0,,,0
1780,,,,,,,0,1,0,,,0
1781,,,,,,,0,0,0,,,0
1782,,,,,,,1,0,0,,,0
1783,,,,,,,1,0,0,,,0
1784,,,,,,,1,0,0,,,0
1785,,,,,,,0,0,0,,,0
1786,,,,,,,0,1,0,,,0
1787,,,,,,,0,1,0,,,0
1788,,,,,,,0,1,0,,,0
1789,,,,,,,0,0,0,,,0
1790,,,,,,,1,0,0,,,0
1791,,,,,,,0,1,0,,,0
1792,,,,,,,0,0,0,,,0
1793,,,,,,,0,1,0,,,0
1794,,,,,,,0,0,0,,,0
1795,,,,,,,0,0,0,,,0
1796,,,,,,,1,0,0,,,0
1797,,,,,,,1,0,0,,,0
1798,,,,,,,0,1,0,,,0
1799,,,,,,,0,1,0,,,0
1800,,,,,,,0,0,0,,,0
1801,,,,,,,1,0,0,,,0
1802,,,,,,,0,0,0,,,0
1803,,,,,,,1,0,0,,,0
1804,,,,,,,0,1,0,,,0
1805,,,,,,,0,1,0,,,0
1806,,,,,,,1,0,0,,,0
1807,,,,,,,0,1,0,,,0
1808,,,,,,,0,1,0,,,0
1809,,,,,,,0,0,0,,,0
1810,,,,,,,0,1,0,,,0
1811,,,,,,,0,0,0,,,0
1812,,,,,,,0,1,0,,,0
1813,,,,,,,1,0,0,,,0
1814,,,,,,,0,1,0,,,0
1815,,,,,,,1,0,0,,,0
1816,,,,,,,0,1,0,,,0
1817,,,,,,,0,0,0,,,0
1818,,,,,,,1,0,0,,,0
1819,,,,,,,0,1,0,,,0
1820,,,,,,,0,1,0,,,0
1821,,,,,,,0,1,0,,,0
1822,,,,,,,0,0,0,,,0
1823,,,,,,,1,0,0,,,0
1824,,,,,,,1,0,0,,,0
1825,,,,,,,1,0,0,,,0
1826,,,,,,,0,0,0,,,0
1827,,,,,,,0,1,0,,,0
1828,,,,,,,0,1,0,,,0
1829,,,,,,,1,0,0,,,0
1830,,,,,,,0,1,0,,,0
1831,,,,,,,0,0,0,,,0
1832,,,,,,,1,0,0,,,0
1833,,,,,,,1,0,0,,,0
1834,,,,,,,0,0,0,,,0
1835,,,,,,,0,0,0,,,0
1836,,,,,,,0,1,0,,,0
1837,,,,,,,0,1,0,,,0
1838,,,,,,,0,0,0,,,0
1839,,,,,,,0,0,0,,,0
1840,,,,,,,0,0,0,,,0
1841,,,,,,,1,0,0,,,0
1842,,,,,,,0,1,0,,,0
1843,,,,,,,1,0,0,,,0
1844,,,,,,,0,0,0,,,0
1845,,,,,,,0,1,0,,,0
1846,,,,,,,1,0,0,,,0
1847,,,,,,,1,0,0,,,0
1848,,,,,,,0,1,0,,,0
1849,,,,,,,1,0,0,,,0
1850,,,,,,,0,0,0,,,0
1851,,,,,,,0,1,0,,,0
1852,,,,,,,1,0,0,,,0
1853,,,,,,,1,0,0,,,0
1854,,,,,,,1,0,0,,,0
1855,,,,,,,0,1,0,,,0
1856,,,,,,,0,0,0,,,0
1857,,,,,,,1,0,0,,,0
1858,,,,,,,0,1,0,,,0
1859,,,,,,,0,1,0,,,0
1860,,,,,,,0,1,0,,,0
1861,,,,,,,0,0,0,,,0
1862,,,,,,,1,0,0,,,0
1863,,,,,,,1,0,0,,,0
1864,,,,,,,1,0,0,,,0
1865,,,,,,,0,0,0,,,0
1866,,,,,,,0,1,0,,,0
1867,,,,,,,1,0,0,,,0
1868,,,,,,,0,1,0,,,0
1869,,,,,,,0,1,0,,,0
1870,,,,,,,0,0,0,,,0
1871,,,,,,,1,0,0,,,0
1872,,,,,,,1,0,0,,,0
1873,,,,,,,0,0,0,,,0
1874,,,,,,,1,0,0,,,0
1875,,,,,,,0,0,0,,,0
1876,,,,,,,0,1,0,,,0
1877,,,,,,,0,0,0,,,0
1878,,,,,,,1,0,0,,,0
1879,,,,,,,0,0,0,,,0
1880,,,,,,,1,0,0,,,0
1881,,,,,,,0,0,0,,,0
1882,,,,,,,0,1,0,,,0
1883,,,,,,,0,1,0,,,0
1884,,,,,,,0,1,0,,,0
1885,,,,,,,0,0,0,,,0
1886,,,,,,,1,0,0,,,0
1887,,,,,,,1,0,0,,,0
1888,,,,,,,1,0,0,,,0
1889,,,,,,,0,0,0,,,0
1890,,,,,,,0,1,0,,,0
1891,,,,,,,0,1,0,,,0
1892,,,,,,,0,1,0,,,0
1893,,,,,,,0,0,0,,,0
1894,,,,,,,1,0,0,,,0
1895,,,,,,,1,0,0,,,0
1896,,,,,,,1,0,0,,,0
1897,,,,,,,0,0,0,,,0
1898,,,,,,,1,0,0,,,0
1899,,,,,,,1,0,0,,,0
1900,,,,,,,0,1,0,,,0
1901,,,,,,,0,0,0,,,0
1902,,,,,,,1,0,0,,,0
1903,,,,,,,1,0,0,,,0
1904,,,,,,,0,1,0,,,0
1905,,,,,,,1,0,0,,,0
1906,,,,,,,0,0,0,,,0
1907,,,,,,,0,1,0,,,0
1908,,,,,,,0,1,0,,,0
1909,,,,,,,0,1,0,,,0
1910,,,,,,,0,0,0,,,0
1911,,,,,,,1,0,0,,,0
1912,,,,,,,1,0,0,,,0
1913,,,,,,,1,0,0,,,0
1914,,,,,,,0,1,0,,,0
1915,,,,,,,0,0,0,,,0
1916,,,,,,,0,0,0,,,0
1917,,,,,,,0,1,0,,,0
1918,,,,,,,1,0,0,,,0
1919,,,,,,,0,1,0,,,0
1920,,,,,,,1,0,0,,,0
1921,,,,,,,1,0,0,,,0
1922,,,,,,,0,0,0,,,0
1923,,,,,,,0,1,0,,,0
1924,,,,,,,0,0,0,,,0
1925,,,,,,,0,1,0,,,0
1926,,,,,,,0,0,0,,,0
1927,,,,,,,0,1,0,,,0
1928,,,,,,,0,0,0,,,0
1929,,,,,,,1,0,0,,,0
1930,,,,,,,0,1,0,,,0
1931,,,,,,,0,1,0,,,0
1932,,,,,,,1,0,0,,,0
1933,,,,,,,0,0,0,,,0
1934,,,,,,,0,1,0,,,0
1935,,,,,,,0,1,0,,,0
1936,,,,,,,1,0,0,,,0
1937,,,,,,,0,0,0,,,0
1938,,,,,,,0,1,0,,,0
1939,,,,,,,0,0,0,,,0
1940,,,,,,,1,0,0,,,0
1941,,,,,,,0,0,0,,,0
1942,,,,,,,1,0,0,,,0
1943,,,,,,,0,1,0,,,0
1944,,,,,,,1,0,0,,,0
1945,,,,,,,0,1,0,,,0
1946,,,,,,,0,1,0,,,0
1947,,,,,,,1,0,0,,,0
1948,,,,,,,1,0,0,,,0
1949,,,,,,,0,0,0,,,0
1950,,,,,,,0,1,0,,,0
1951,,,,,,,0,0,0,,,0
1952,,,,,,,1,0,0,,,0
1953,,,,,,,0,1,0,,,0
1954,,,,,,,0,1,0,,,0
1955,,,,,,,0,0,0,,,0
1956,,,,,,,1,0,0,,,0
1957,,,,,,,1,0,0,,,0
1958,,,,,,,0,1,0,,,0
1959,,,,,,,0,0,0,,,0
1960,,,,,,,0,1,0,,,0
1961,,,,,,,1,0,0,,,0
1962,,,,,,,0,1,0,,,0
1963,,,,,,,0,1,0,,,0
1964,,,,,,,0,0,0,,,0
1965,,,,,,,1,0,0,,,0
1966,,,,,,,1,0,0,,,0
1967,,,,,,,1,0,0,,,0
1968,,,,,,,0,0,0,,,0
1969,,,,,,,1,0,0,,,0
1970,,,,,,,0,1,0,,,0
1971,,,,,,,0,1,0,,,0
1972,,,,,,,1,0,0,,,0
1973,,,,,,,1,0,0,,,0
1974,,,,,,,0,0,0,,,0
1975,,,,,,,1,0,0,,,0
1976,,,,,,,1,0,0,,,0
1977,,,,,,,1,0,0,,,0
1978,,,,,,,0,1,0,,,0
1979,,,,,,,0,0,0,,,0
1980,,,,,,,0,1,0,,,0
1981,,,,,,,1,0,0,,,0
1982,,,,,,,1,0,0,,,0
1983,,,,,,,0,1,0,,,0
1984,,,,,,,1,0,0,,,0
1985,,,,,,,0,0,0,,,0
1986,,,,,,,0,1,0,,,0
1987,,,,,,,0,1,0,,,0
1988,,,,,,,1,0,0,,,0
1989,,,,,,,0,0,0,,,0
1990,,,,,,,1,0,0,,,0
1991,,,,,,,0,1,0,,,0
1992,,,,,,,0,0,0,,,0
1993,,,,,,,0,1,0,,,0
1994,,,,,,,1,0,0,,,0
1995,,,,,,,0,1,0,,,0
1996,,,,,,,1,0,0,,,0
1997,,,,,,,0,0,0,,,0
1998,,,,,,,0,1,0,,,0
1999,,,,,,,0,1,0,,,0
2000,,,,,,,1,0,0,,,0
2001,,,,,,,0,1,0,,,0
2002,,,,,,,1,0,0,,,0
2003,,,,,,,0,0,0,,,0
2004,,,,,,,0,0,0,,,0
2005,,,,,,,0,1,0,,,0
2006,,,,,,,0,0,0,,,0
2007,,,,,,,0,0,0,,,0
2008,,,,,,,1,0,0,,,0
2009,,,,,,,0,0,0,,,0
2010,,,,,,,0,1,0,,,0
2011,,,,,,,0,1,0,,,0
2012,,,,,,,0,1,0,,,0
2013,,,,,,,1,0,0,,,0
2014,,,,,,,1,0,0,,,0
2015,,,,,,,0,0,0,,,0
2016,,,,,,,0,1,0,,,0
2017,,,,,,,0,1,0,,,0
2018,,,,,,,0,1,0,,,0
2019,,,,,,,1,0,0,,,0
2020,,,,,,,0,0,0,,,0
2021,,,,,,,0,1,0,,,0
2022,,,,,,,1,0,0,,,0
2023,,,,,,,0,1,0,,,0
2024,,,,,,,1,0,0,,,0
2025,,,,,,,0,1,0,,,0
2026,,,,,,,0,0,0,,,0
2027,,,,,,,1,0,0,,,0
2028,,,,,,,1,0,0,,,0
2029,,,,,,,0,1,0,,,0
2030,,,,,,,1,0,0,,,0
2031,,,,,,,0,1,0,,,0
2032,,,,,,,0,0,0,,,0
2033,,,,,,,0,1,0,,,0
2034,,,,,,,1,0,0,,,0
2035,,,,,,,0,1,0,,,0
2036,,,,,,,0,1,0,,,0
2037,,,,,,,1,0,0,,,0
2038,,,,,,,1,0,0,,,0
2039,,,,,,,0,0,0,,,0
2040,,,,,,,0,1,0,,,0
2041,,,,,,,0,0,0,,,0
2042,,,,,,,1,0,0,,,0
2043,,,,,,,0,1,0,,,0
2044,,,,,,,0,0,0,,,0
2045,,,,,,,1,0,0,,,0
2046,,,,,,,1,0,0,,,0
2047,,,,,,,0,0,0,,,0
2048,,,,,,,0,1,0,,,0
2049,,,,,,,0,0,0,,,0
2050,,,,,,,0,1,0,,,0
2051,,,,,,,1,0,0,,,0
2052,,,,,,,0,1,0,,,0
2053,,,,,,,0,1,0,,,0
2054,,,,,,,0,0,0,,,0
2055,,,,,,,1,0,0,,,0
2056,,,,,,,0,0,0,,,0
2057,,,,,,,1,0,0,,,0
2058,,,,,,,0,1,0,,,0
2059,,,,,,,0,1,0,,,0
2060,,,,,,,1,0,0,,,0
2061,,,,,,,0,0,0,,,0
2062,,,,,,,0,1,0,,,0
2063,,,,,,,0,1,0,,,0
2064,,,,,,,1,0,0,,,0
2065,,,,,,,1,0,0,,,0
2066,,,,,,,0,1,0,,,0
2067,,,,,,,1,0,0,,,0
2068,,,,,,,1,0,0,,,0
2069,,,,,,,0,0,0,,,0
2070,,,,,,,1,0,0,,,0
2071,,,,,,,0,0,0,,,0
2072,,,,,,,1,0,0,,,0
2073,,,,,,,0,0,0,,,0
2074,,,,,,,1,0,0,,,0
2075,,,,,,,0,1,0,,,0
2076,,,,,,,0,0,0,,,0
2077,,,,,,,0,1,0,,,0
2078,,,,,,,1,0,0,,,0
2079,,,,,,,0,1,0,,,0
2080,,,,,,,1,0,0,,,0
2081,,,,,,,1,0,0,,,0
2082,,,,,,,0,1,0,,,0
2083,,,,,,,0,1,0,,,0
2084,,,,,,,0,0,0,,,0
2085,,,,,,,1,0,0,,,0
2086,,,,,,,0,1,0,,,0
2087,,,,,,,1,0,0,,,0
2088,,,,,,,0,1,0,,,0
2089,,,,,,,1,0,0,,,0
2090,,,,,,,1,0,0,,,0
2091,,,,,,,0,0,0,,,0
2092,,,,,,,0,1,0,,,0
2093,,,,,,,0,1,0,,,0
2094,,,,,,,1,0,0,,,0
2095,,,,,,,1,0,0,,,0
2096,,,,,,,1,0,0,,,0
2097,,,,,,,0,0,0,,,0
2098,,,,,,,1,0,0,,,0
2099,,,,,,,1,0,0,,,0
2100,,,,,,,0,0,0,,,0
2101,,,,,,,0,0,0,,,0
2102,,,,,,,0,1,0,,,0
2103,,,,,,,1,0,0,,,0
2104,,,,,,,0,1,0,,,0
2105,,,,,,,1,0,0,,,0
2106,,,,,,,0,1,0,,,0
2107,,,,,,,0,0,0,,,0
2108,,,,,,,1,0,0,,,0
2109,,,,,,,0,1,0,,,0
2110,,,,,,,1,0,0,,,0
2111,,,,,,,1,0,0,,,0
2112,,,,,,,0,0,0,,,0
2113,,,,,,,1,0,0,,,0
2114,,,,,,,0,1,0,,,0
2115,,,,,,,0,1,0,,,0
2116,,,,,,,0,1,0,,,0
2117,,,,,,,0,0,0,,,0
2118,,,,,,,1,0,0,,,0
2119,,,,,,,1,0,0,,,0
2120,,,,,,,0,1,0,,,0
2121,,,,,,,0,1,0,,,0
2122,,,,,,,1,0,0,,,0
2123,,,,,,,0,1,0,,,0
2124,,,,,,,1,0,0,,,0
2125,,,,,,,0,0,0,,,0
2126,,,,,,,0,0,0,,,0
2127,,,,,,,0,1,0,,,0
2128,,,,,,,0,1,0,,,0
2129,,,,,,,1,0,0,,,0
2130,,,,,,,1,0,0,,,0
2131,,,,,,,1,0,0,,,0
2132,,,,,,,0,0,0,,,0
2133,,,,,,,0,1,0,,,0
2134,,,,,,,1,0,0,,,0
2135,,,,,,,1,0,0,,,0
2136,,,,,,,0,0,0,,,0
2137,,,,,,,1,0,0,,,0
2138,,,,,,,0,1,0,,,0
2139,,,,,,,1,0,0,,,0
2140,,,,,,,0,1,0,,,0
2141,,,,,,,0,1,0,,,0
2142,,,,,,,0,0,0,,,0
2143,,,,,,,0,1,0,,,0
2144,,,,,,,1,0,0,,,0
2145,,,,,,,1,0,0,,,0
2146,,,,,,,1,0,0,,,0
2147,,,,,,,0,1,0,,,0
2148,,,,,,,0,1,0,,,0
2149,,,,,,,1,0,0,,,0
2150,,,,,,,0,0,0,,,0
2151,,,,,,,1,0,0,,,0
2152,,,,,,,0,0,0,,,0
2153,,,,,,,0,1,0,,,0
2154,,,,,,,1,0,0,,,0
2155,,,,,,,1,0,0,,,0
2156,,,,,,,1,0,0,,,0
2157,,,,,,,0,0,0,,,0
2158,,,,,,,1,0,0,,,0
2159,,,,,,,1,0,0,,,0
2160,,,,,,,0,1,0,,,0
2161,,,,,,,1,0,0,,,0
2162,,,,,,,0,0,0,,,0
2163,,,,,,,1,0,0,,,0
2164,,,,,,,1,0,0,,,0
2165,,,,,,,0,0,0,,,0
2166,,,,,,,0,1,0,,,0
2167,,,,,,,1,0,0,,,0
2168,,,,,,,1,0,0,,,0
2169,,,,,,,0,1,0,,,0
2170,,,,,,,1,0,0,,,0
2171,,,,,,,0,0,0,,,0
2172,,,,,,,1,0,0,,,0
2173,,,,,,,1,0,0,,,0
2174,,,,,,,1,0,0,,,0
2175,,,,,,,0,1,0,,,0
2176,,,,,,,0,1,0,,,0
2177,,,,,,,0,1,0,,,0
2178,,,,,,,0,1,0,,,0
2179,,,,,,,0,0,0,,,0
2180,,,,,,,1,0,0,,,0
2181,,,,,,,1,0,0,,,0
2182,,,,,,,0,0,0,,,0
2183,,,,,,,0,0,0,,,0
2184,,,,,,,1,0,0,,,0
2185,,,,,,,1,0,0,,,0
2186,,,,,,,0,1,0,,,0
2187,,,,,,,0,1,0,,,0
2188,,,,,,,0,1,0,,,0
2189,,,,,,,0,0,0,,,0
2190,,,,,,,1,0,0,,,0
2191,,,,,,,1,0,0,,,0
2192,,,,,,,1,0,0,,,0
2193,,,,,,,0,1,0,,,0
2194,,,,,,,0,0,0,,,0
2195,,,,,,,0,1,0,,,0
2196,,,,,,,0,1,0,,,0
2197,,,,,,,0,1,0,,,0
2198,,,,,,,0,0,0,,,0
2199,,,,,,,0,0,0,,,0
2200,,,,,,,0,1,0,,,0
2201,,,,,,,0,1,0,,,0
2202,,,,,,,1,0,0,,,0
2203,,,,,,,1,0,0,,,0
2204,,,,,,,0,1,0,,,0
2205,,,,,,,0,0,0,,,0
2206,,,,,,,1,0,0,,,0
2207,,,,,,,0,0,0,,,0
2208,,,,,,,0,1,0,,,0
2209,,,,,,,1,0,0,,,0
2210,,,,,,,1,0,0,,,0
2211,,,,,,,0,1,0,,,0
2212,,,,,,,0,1,0,,,0
2213,,,,,,,0,0,0,,,0
2214,,,,,,,1,0,0,,,0
2215,,,,,,,1,0,0,,,0
2216,,,,,,,1,0,0,,,0
2217,,,,,,,0,0,0,,,0
2218,,,,,,,0,1,0,,,0
2219,,,,,,,0,1,0,,,0
2220,,,,,,,0,1,0,,,0
2221,,,,,,,0,0,0,,,0
2222,,,,,,,1,0,0,,,0
2223,,,,,,,1,0,0,,,0
2224,,,,,,,1,0,0,,,0
2225,,,,,,,0,1,0,,,0
2226,,,,,,,0,0,0,,,0
2227,,,,,,,0,1,0,,,0
2228,,,,,,,1,0,0,,,0
2229,,,,,,,1,0,0,,,0
2230,,,,,,,1,0,0,,,0
2231,,,,,,,0,1,0,,,0
2232,,,,,,,0,0,0,,,0
2233,,,,,,,1,0,0,,,0
2234,,,,,,,1,0,0,,,0
2235,,,,,,,1,0,0,,,0
2236,,,,,,,0,0,0,,,0
2237,,,,,,,1,0,0,,,0
2238,,,,,,,1,0,0,,,0
2239,,,,,,,1,0,0,,,0
2240,,,,,,,0,0,0,,,0
2241,,,,,,,0,1,0,,,0
2242,,,,,,,0,1,0,,,0
2243,,,,,,,1,0,0,,,0
2244,,,,,,,1,0,0,,,0
2245,,,,,,,0,0,0,,,0
2246,,,,,,,0,1,0,,,0
2247,,,,,,,1,0,0,,,0
2248,,,,,,,1,0,0,,,0
2249,,,,,,,0,1,0,,,0
2250,,,,,,,1,0,0,,,0
2251,,,,,,,0,0,0,,,0
2252,,,,,,,0,0,0,,,0
2253,,,,,,,0,0,0,,,0
2254,,,,,,,0,1,0,,,0
2255,,,,,,,1,0,0,,,0
2256,,,,,,,0,1,0,,,0
2257,,,,,,,0,0,0,,,0
2258,,,,,,,0,1,0,,,0
2259,,,,,,,0,1,0,,,0
2260,,,,,,,0,1,0,,,0
2261,,,,,,,0,0,0,,,0
2262,,,,,,,0,1,0,,,0
2263,,,,,,,0,1,0,,,0
2264,,,,,,,1,0,0,,,0
2265,,,,,,,1,0,0,,,0
2266,,,,,,,0,1,0,,,0
2267,,,,,,,1,0,0,,,0
2268,,,,,,,1,0,0,,,0
2269,,,,,,,0,0,0,,,0
2270,,,,,,,0,1,0,,,0
2271,,,,,,,1,0,0,,,0
2272,,,,,,,1,0,0,,,0
2273,,,,,,,1,0,0,,,0
2274,,,,,,,0,0,0,,,0
2275,,,,,,,1,0,0,,,0
2276,,,,,,,0,1,0,,,0
2277,,,,,,,0,1,0,,,0
2278,,,,,,,1,0,0,,,0
2279,,,,,,,1,0,0,,,0
2280,,,,,,,0,1,0,,,0
2281,,,,,,,0,1,0,,,0
2282,,,,,,,0,0,0,,,0
2283,,,,,,,0,1,0,,,0
2284,,,,,,,0,0,0,,,0
2285,,,,,,,1,0,0,,,0
2286,,,,,,,1,0,0,,,0
2287,,,,,,,1,0,0,,,0
2288,,,,,,,0,0,0,,,0
2289,,,,,,,0,1,0,,,0
2290,,,,,,,0,1,0,,,0
2291,,,,,,,0,1,0,,,0
2292,,,,,,,0,0,0,,,0
2293,,,,,,,1,0,0,,,0
2294,,,,,,,1,0,0,,,0
2295,,,,,,,1,0,0,,,0
2296,,,,,,,0,1,0,,,0
2297,,,,,,,0,0,0,,,0
2298,,,,,,,0,1,0,,,0
2299,,,,,,,0,1,0,,,0
2300,,,,,,,0,1,0,,,0
2301,,,,,,,0,0,0,,,0
2302,,,,,,,1,0,0,,,0
2303,,,,,,,1,0,0,,,0
2304,,,,,,,0,1,0,,,0
2305,,,,,,,1,0,0,,,0
2306,,,,,,,0,1,0,,,0
2307,,,,,,,0,1,0,,,0
2308,,,,,,,0,1,0,,,0
2309,,,,,,,0,0,0,,,0
2310,,,,,,,0,1,0,,,0
2311,,,,,,,0,0,0,,,0
2312,,,,,,,1,0,0,,,0
2313,,,,,,,0,0,0,,,0
2314,,,,,,,1,0,0,,,0
2315,,,,,,,0,0,0,,,0
2316,,,,,,,1,0,0,,,0
2317,,,,,,,0,1,0,,,0
2318,,,,,,,0,1,0,,,0
2319,,,,,,,0,1,0,,,0
2320,,,,,,,0,0,0,,,0
2321,,,,,,,0,1,0,,,0
2322,,,,,,,0,1,0,,,0
2323,,,,,,,1,0,0,,,0
2324,,,,,,,1,0,0,,,0
2325,,,,,,,1,0,0,,,0
2326,,,,,,,0,0,0,,,0
2327,,,,,,,0,1,0,,,0
2328,,,,,,,0,1,0,,,0
2329,,,,,,,1,0,0,,,0
2330,,,,,,,0,1,0,,,0
2331,,,,,,,0,0,0,,,0
2332,,,,,,,0,1,0,,,0
2333,,,,,,,0,1,0,,,0
2334,,,,,,,1,0,0,,,0
2335,,,,,,,1,0,0,,,0
2336,,,,,,,0,1,0,,,0
2337,,,,,,,1,0,0,,,0
2338,,,,,,,0,1,0,,,0
2339,,,,,,,0,0,0,,,0
2340,,,,,,,1,0,0,,,0
2341,,,,,,,0,0,0,,,0
2342,,,,,,,0,0,0,,,0
2343,,,,,,,0,1,0,,,0
2344,,,,,,,0,0,0,,,0
2345,,,,,,,0,0,0,,,0
2346,,,,,,,1,0,0,,,0
2347,,,,,,,1,0,0,,,0
2348,,,,,,,0,1,0,,,0
2349,,,,,,,1,0,0,,,0
2350,,,,,,,0,0,0,,,0
2351,,,,,,,0,1,0,,,0
2352,,,,,,,1,0,0,,,0
2353,,,,,,,0,1,0,,,0
2354,,,,,,,1,0,0,,,0
2355,,,,,,,0,1,0,,,0
2356,,,,,,,1,0,0,,,0
2357,,,,,,,0,1,0,,,0
2358,,,,,,,0,0,0,,,0
2359,,,,,,,1,0,0,,,0
2360,,,,,,,1,0,0,,,0
2361,,,,,,,1,0,0,,,0
2362,,,,,,,0,0,0,,,0
2363,,,,,,,0,0,0,,,0
2364,,,,,,,1,0,0,,,0
2365,,,,,,,0,1,0,,,0
2366,,,,,,,1,0,0,,,0
2367,,,,,,,0,1,0,,,0
2368,,,,,,,1,0,0,,,0
2369,,,,,,,0,1,0,,,0
2370,,,,,,,1,0,0,,,0
2371,,,,,,,0,0,0,,,0
2372,,,,,,,1,0,0,,,0
2373,,,,,,,0,0,0,,,0
2374,,,,,,,0,1,0,,,0
2375,,,,,,,0,0,0,,,0
2376,,,,,,,1,0,0,,,0
2377,,,,,,,1,0,0,,,0
2378,,,,,,,1,0,0,,,0
2379,,,,,,,0,1,0,,,0
2380,,,,,,,0,1,0,,,0
2381,,,,,,,0,1,0,,,0
2382,,,,,,,0,1,0,,,0
2383,,,,,,,0,0,0,,,0
2384,,,,,,,1,0,0,,,0
2385,,,,,,,1,0,0,,,0
2386,,,,,,,1,0,0,,,0
2387,,,,,,,0,0,0,,,0
2388,,,,,,,1,0,0,,,0
2389,,,,,,,0,1,0,,,0
2390,,,,,,,0,1,0,,,0
2391,,,,,,,1,0,0,,,0
2392,,,,,,,0,1,0,,,0
2393,,,,,,,1,0,0,,,0
2394,,,,,,,0,1,0,,,0
2395,,,,,,,0,0,0,,,0
2396,,,,,,,0,1,0,,,0
2397,,,,,,,0,1,0,,,0
2398,,,,,,,1,0,0,,,0
2399,,,,,,,0,1,0,,,0
2400,,,,,,,0,0,0,,,0
2401,,,,,,,1,0,0,,,0
2402,,,,,,,0,1,0,,,0
2403,,,,,,,1,0,0,,,0
2404,,,,,,,1,0,0,,,0
2405,,,,,,,0,0,0,,,0
2406,,,,,,,1,0,0,,,0
2407,,,,,,,0,1,0,,,0
2408,,,,,,,1,0,0,,,0
2409,,,,,,,1,0,0,,,0
2410,,,,,,,0,0,0,,,0
2411,,,,,,,1,0,0,,,0
2412,,,,,,,0,1,0,,,0
2413,,,,,,,0,1,0,,,0
2414,,,,,,,1,0,0,,,0
2415,,,,,,,0,1,0,,,0
2416,,,,,,,1,0,0,,,0
2417,,,,,,,1,0,0,,,0
2418,,,,,,,0,0,0,,,0
2419,,,,,,,1,0,0,,,0
2420,,,,,,,0,0,0,,,0
2421,,,,,,,1,0,0,,,0
2422,,,,,,,0,1,0,,,0
2423,,,,,,,0,1,0,,,0
2424,,,,,,,1,0,0,,,0
2425,,,,,,,1,0,0,,,0
2426,,,,,,,0,1,0,,,0
2427,,,,,,,1,0,0,,,0
2428,,,,,,,0,0,0,,,0
2429,,,,,,,0,1,0,,,0
2430,,,,,,,0,1,0,,,0
2431,,,,,,,0,1,0,,,0
2432,,,,,,,0,0,0,,,0
2433,,,,,,,1,0,0,,,0
2434,,,,,,,1,0,0,,,0
2435,,,,,,,1,0,0,,,0
2436,,,,,,,0,0,0,,,0
2437,,,,,,,0,0,0,,,0
2438,,,,,,,1,0,0,,,0
2439,,,,,,,1,0,0,,,0
2440,,,,,,,0,1,0,,,0
2441,,,,,,,0,1,0,,,0
2442,,,,,,,0,1,0,,,0
2443,,,,,,,0,0,0,,,0
2444,,,,,,,0,0,0,,,0
2445,,,,,,,1,0,0,,,0
2446,,,,,,,0,1,0,,,0
2447,,,,,,,1,0,0,,,0
2448,,,,,,,1,0,0,,,0
2449,,,,,,,0,1,0,,,0
2450,,,,,,,0,1,0,,,0
2451,,,,,,,0,1,0,,,0
2452,,,,,,,0,0,0,,,0
2453,,,,,,,1,0,0,,,0
2454,,,,,,,0,0,0,,,0
2455,,,,,,,1,0,0,,,0
2456,,,,,,,0,1,0,,,0
2457,,,,,,,1,0,0,,,0
2458,,,,,,,1,0,0,,,0
2459,,,,,,,0,0,0,,,0
2460,,,,,,,0,1,0,,,0
2461,,,,,,,0,1,0,,,0
2462,,,,,,,1,0,0,,,0
2463,,,,,,,0,1,0,,,0
2464,,,,,,,0,0,0,,,0
2465,,,,,,,1,0,0,,,0
2466,,,,,,,0,0,0,,,0
2467,,,,,,,1,0,0,,,0
2468,,,,,,,0,1,0,,,0
2469,,,,,,,0,0,0,,,0
2470,,,,,,,1,0,0,,,0
2471,,,,,,,0,1,0,,,0
2472,,,,,,,1,0,0,,,0
2473,,,,,,,1,0,0,,,0
2474,,,,,,,0,0,0,,,0
2475,,,,,,,0,1,0,,,0
2476,,,,,,,0,1,0,,,0
