,p1_1st_serve_success_ratio,p1_1st_serve_win_ratio,p1_2nd_serve_win_ratio,p2_1st_serve_success_ratio,p2_1st_serve_win_ratio,p2_2nd_serve_win_ratio,p1_ace_count2r,p2_ace_count2r,p1_unf_err_count2r,p2_unf_err_count2r,speed_mph,serve_width,serve_depth,continuous_wins_p1,continuous_wins_p2,server,serve_no,elapsed_time,p1_Players_run_distance_difference,p2_Players_run_distance_difference,p1_server,p2_server,p1_score,p2_score,point_no,p1_Player_socre_margin,p2_Player_socre_margin,Players_run_distance_difference,y_value_p1,y_value_p2,y_value_p1_normalized_0_5,y_value_p2_normalized_0_5
3462,1,1,0.4,1,0.444444444,0.5,0,0,0,0,-0.03030303,0.5,1,0.25,0,1,0,0 days 00:12:45,-0.142175418,0.142175418,0.25,0,30,30,23,0,0,-0.03030303,20.38637228,14.41594001,14.32515461,8.964192209
3463,1,1,0.4,1,0.444444444,0.5,0,0,0,0,0.484848485,1,0,0.5,0,1,0,0 days 00:13:03,-0.278172822,0.278172822,0.25,0,40,30,24,0.25,-0.25,0.484848485,25.54104726,16.25685292,17.68003108,10.11890509
3464,1,1,0.4,1,0.444444444,0.333333333,0,0,0,0,-0.333333333,0.25,1,0,0,2,1,0 days 00:13:45,-0.12135673,0.12135673,0,0.25,0,0,25,0,0,-0.333333333,14.79282444,17.98373028,10.68464146,11.20208915
3465,1,1,0.4,1,0.444444444,0.25,0,0,0,0,-0.636363636,0.5,0,0.25,0,2,1,0 days 00:14:12,-0.093995025,0.093995025,0,0.25,15,0,26,0.375,-0.375,-0.636363636,16.85771403,11.74738312,12.02855732,7.290339525
3466,1,1,0.4,1,0.5,0.25,0,0,0,0,0.212121212,0.5,1,0.5,0,2,0,0 days 00:14:44,-0.256840426,0.256840426,0,0.25,30,0,27,0.75,-0.75,0.212121212,23.76745431,13.9124085,16.52570316,8.648351996
3467,1,1,0.4,1,0.5,0.2,0,0,0,0,-0.272727273,0.25,1,0,0.25,2,1,0 days 00:15:32,-0.140012437,0.140012437,0,0.25,30,15,28,0.375,-0.375,-0.272727273,18.24482289,15.93049529,12.93134536,9.91419722
3468,1,1,0.4,1,0.545454545,0.2,0,0,0,0,0.242424242,1,1,0.25,0,2,0,0 days 00:16:39,-0.156748499,0.156748499,0,0.25,40,15,29,0.625,-0.625,0.242424242,23.67814128,15.51634273,16.46757453,9.654419967
3469,1,1,0.4,1,0.5,0.2,0,0,0,0,0.303030303,0,0,0,0.25,2,0,0 days 00:17:00,-0.151395122,0.151395122,0,0.25,40,30,30,0.25,-0.25,0.303030303,16.57714835,16.58390922,11.84595354,10.3240512
3470,1,1,0.4,1,0.5,0.333333333,0,0,0,0,-0.060606061,0,1,0,0.5,2,1,0 days 00:17:25,-0.119720976,0.119720976,0,0.25,40,40,31,0,0,-0.060606061,15.87641033,21.48110565,11.38988414,13.39581834
3471,1,1,0.4,1,0.461538462,0.333333333,0,0,0,0,0.575757576,0.75,1,0,0.75,2,0,0 days 00:18:14,-0.053790623,0.053790623,0,0.25,40,60,32,-0.5,0.5,0.575757576,15.16862305,29.24907442,10.9292268,18.26827784
3472,1,1,0.4,1,0.428571429,0.333333333,0,0,0,0,0.303030303,0.75,1,0,0,2,0,0 days 00:18:42,-0.151557346,0.151557346,0,0.25,40,40,33,0,0,0.303030303,17.15090877,20.69060988,12.21938064,12.89997976
3473,1,1,0.4,1,0.4,0.333333333,0,0,0,0,0.545454545,0.5,1,0,0.25,2,0,0 days 00:19:03,-0.10420159,0.10420159,0,0.25,40,60,34,-0.5,0.5,0.545454545,14.08267156,26.42919207,10.22244448,16.49950624
3474,1,1,0.4,1,0.4375,0.333333333,0,0,0,0,0.242424242,0.5,1,0,0,2,0,0 days 00:19:29,-0.181920186,0.181920186,0,0.25,40,40,35,0,0,0.242424242,16.03318231,20.07113125,11.49191785,12.5114117
3475,1,1,0.4,1,0.4375,0.428571429,0,0,0,0,-0.393939394,0.5,0,0,0.25,2,1,0 days 00:19:51,-0.222814038,0.222814038,0,0.25,40,60,36,-0.5,0.5,-0.393939394,8.803862237,23.61232792,6.786776226,14.73262781
3476,1,1,0.333333333,1,0.4375,0.428571429,0,0,0,0,-0.454545455,0.5,0,0,0,1,1,0 days 00:22:19,-0.01892608,0.01892608,0.25,0,0,15,38,-0.375,0.375,-0.454545455,15.3706377,14.95756677,11.06070632,9.303927666
3477,0.857142857,0.857142857,0.333333333,0.857142857,0.4375,0.428571429,0.333333333,0.333333333,-0.333333333,-0.333333333,0.272727273,0.75,1,0,0.25,1,0,0 days 00:23:07,-0.13771427,0.13771427,0.25,0,0,30,39,-0.75,0.75,0.272727273,11.61174323,21.53204692,8.614261747,13.42777126
3478,0.75,0.75,0.333333333,0.75,0.4375,0.428571429,0.666666667,0.666666667,-0.666666667,-0.666666667,0.303030303,0.75,1,0.25,0,1,0,0 days 00:23:27,-0.142689126,0.142689126,0.25,0,15,30,40,-0.375,0.375,0.303030303,13.05628859,15.40278481,9.554431838,9.58319075
3479,0.777777778,0.777777778,0.333333333,0.777777778,0.4375,0.428571429,0.666666667,0.666666667,-0.666666667,-0.666666667,0.060606061,1,0,0.5,0,1,0,0 days 00:24:05,-0.165819499,0.165819499,0.25,0,30,30,41,0,0,0.060606061,15.43719831,10.50121626,11.10402673,6.508681189
3480,0.7,0.7,0.333333333,0.7,0.4375,0.428571429,0.666666667,0.666666667,-0.666666667,-0.666666667,0.303030303,1,0,0.75,0,1,0,0 days 00:24:24,-0.143297464,0.143297464,0.25,0,40,30,42,0.25,-0.25,0.303030303,19.26643765,9.13777076,13.59625466,5.653459809
3481,0.7,0.7,0.333333333,0.7,0.4375,0.375,0.333333333,0.333333333,-0.333333333,-0.333333333,-0.03030303,0.25,1,0,0,2,1,0 days 00:24:57,-0.073690045,0.073690045,0,0.25,0,0,43,0,0,-0.03030303,11.40045302,16.36407205,8.476745305,10.1861583
3482,0.7,0.7,0.333333333,0.7,0.411764706,0.375,0.333333333,0.333333333,-0.333333333,-0.333333333,0.393939394,0.75,1,0.25,0,2,0,0 days 00:25:43,-0.087073487,0.087073487,0,0.25,15,0,44,0.375,-0.375,0.393939394,16.86156754,14.40640785,12.03106535,8.958213157
3483,0.7,0.7,0.333333333,0.7,0.444444444,0.375,0,0,0,0,0.181818182,0.25,1,0,0.25,2,0,0 days 00:26:13,-0.150056778,0.150056778,0,0.25,15,15,45,0,0,0.181818182,11.50310425,18.42649918,8.543554986,11.47981601
3484,0.7,0.7,0.333333333,0.7,0.444444444,0.444444444,0,0,0,0,-0.393939394,0.25,1,0,0.5,2,1,0 days 00:26:32,-0.14915103,0.14915103,0,0.25,15,30,46,-0.375,0.375,-0.393939394,7.131551404,21.92286346,5.69836691,13.67291099
3485,0.7,0.7,0.333333333,0.7,0.421052632,0.444444444,0,0,0,0,0.333333333,0.75,1,0,0.75,2,0,0 days 00:27:15,-0.14175634,0.14175634,0,0.25,15,40,47,-0.625,0.625,0.333333333,8.147535755,28.05415135,6.359611704,17.51876217
3486,0.727272727,0.727272727,0.333333333,0.727272727,0.421052632,0.444444444,0,0,0,0,0,1,1,0,0,1,0,0 days 00:28:56,-0.199751257,0.199751257,0.25,0,0,0,48,0,0,0,16.67202622,13.99791504,11.90770399,8.701985989
3487,0.727272727,0.727272727,0.428571429,0.727272727,0.421052632,0.444444444,0,0,0,0,-0.181818182,0.75,1,0.25,0,1,1,0 days 00:29:15,-0.207456876,0.207456876,0.25,0,15,0,49,0.375,-0.375,-0.181818182,21.94175675,11.46296807,15.33746339,7.111940146
3488,0.75,0.666666667,0.428571429,0.75,0.421052632,0.444444444,0,0,0,0,0.454545455,0.75,1,0.5,0,1,0,0 days 00:29:58,-0.12608825,0.12608825,0.25,0,30,0,50,0.75,-0.75,0.454545455,28.02230865,9.278248755,19.294939,5.741574651
3489,0.75,0.666666667,0.375,0.75,0.421052632,0.444444444,0,0,0,0,-0.696969697,0,1,0,0.25,1,1,0 days 00:30:20,-0.175661061,0.175661061,0.25,0,30,15,51,0.375,-0.375,-0.696969697,16.0150554,7.770719287,11.48012011,4.795976581
3490,0.692307692,0.615384615,0.375,0.692307692,0.421052632,0.444444444,0,0,0,0,0.454545455,0.75,0,0,0.5,1,0,0 days 00:30:45,-0.140526145,0.140526145,0.25,0,30,30,52,0,0,0.454545455,17.43868784,16.48638376,12.4066792,10.26287834
3491,0.642857143,0.571428571,0.375,0.642857143,0.421052632,0.444444444,0.333333333,0.333333333,-0.333333333,-0.333333333,0.272727273,0.75,1,0.25,0,1,0,0 days 00:31:15,-0.158843887,0.158843887,0.25,0,40,30,53,0.25,-0.25,0.272727273,18.29043071,10.69488048,12.96102882,6.630157096
3492,0.642857143,0.571428571,0.375,0.642857143,0.4,0.444444444,0.333333333,0.333333333,-0.333333333,-0.333333333,0.454545455,0.25,0,0,0,2,0,0 days 00:31:56,0.034418429,-0.034418429,0,0.25,0,0,54,0,0,0.454545455,10.76376804,14.85895558,8.062364288,9.242073787
3493,0.642857143,0.571428571,0.375,0.642857143,0.380952381,0.444444444,0.333333333,0.333333333,-0.333333333,-0.333333333,0.272727273,1,0,0,0.25,2,0,0 days 00:32:19,-0.162047802,0.162047802,0,0.25,0,15,55,-0.375,0.375,0.272727273,6.6316289,21.0118553,5.37299659,13.10148099
3494,0.642857143,0.571428571,0.375,0.642857143,0.363636364,0.444444444,0,0,0,0,-0.121212121,0.5,1,0,0.5,2,0,0 days 00:32:44,-0.115111123,0.115111123,0,0.25,0,30,56,-0.75,0.75,-0.121212121,3.123081474,23.97330139,3.089488269,14.95904847
3495,0.642857143,0.571428571,0.375,0.642857143,0.347826087,0.444444444,0,0,0,0,0.424242424,0.25,1,0.25,0,2,0,0 days 00:33:35,-0.127615855,0.127615855,0,0.25,30,30,58,0,0,0.424242424,13.1745161,18.08114046,9.631379205,11.2631897
3496,0.642857143,0.571428571,0.375,0.642857143,0.347826087,0.4,0,0,0,0,0.03030303,1,1,0.5,0,2,1,0 days 00:34:02,-0.14678527,0.14678527,0,0.25,40,30,59,0.25,-0.25,0.03030303,17.72635435,17.37248403,12.59390451,10.81868486
3497,0.642857143,0.571428571,0.375,0.642857143,0.375,0.4,0,0,0,0,0,1,0,0,0.25,2,0,0 days 00:34:35,-0.099537663,0.099537663,0,0.25,40,40,60,0,0,0,10.37328317,16.85008825,7.808220525,10.49101203
3498,0.642857143,0.571428571,0.375,0.642857143,0.36,0.4,0,0,0,0,0.515151515,1,0,0,0.5,2,0,0 days 00:34:57,-0.138268534,0.138268534,0,0.25,40,60,61,-0.5,0.5,0.515151515,8.820363635,25.44701317,6.797516021,15.88343439
3499,0.666666667,0.6,0.375,0.666666667,0.36,0.4,0,0,0,0,0.363636364,0.5,1,0,0,1,0,0 days 00:36:40,-0.160222787,0.160222787,0.25,0,0,0,62,0,0,0.363636364,17.09767335,13.81343491,12.18473281,8.586270801
3500,0.6875,0.625,0.375,0.6875,0.36,0.4,0,0,0,0,0.424242424,0.75,1,0.25,0,1,0,0 days 00:37:01,-0.209511707,0.209511707,0.25,0,15,0,63,0.375,-0.375,0.424242424,22.1351072,11.96580465,15.4633039,7.427344462
3501,0.6875,0.625,0.375,0.6875,0.36,0.363636364,0,0,0,0,-0.393939394,0.5,1,0,0,2,1,0 days 00:44:40,-0.049383551,0.049383551,0,0.25,0,0,66,0,0,-0.393939394,11.29249675,15.38796056,8.406482882,9.573892235
3502,0.6875,0.625,0.375,0.6875,0.384615385,0.363636364,0,0,0,0,0.333333333,1,0,0.25,0,2,0,0 days 00:45:17,0.114989455,-0.114989455,0,0.25,15,0,67,0.375,-0.375,0.333333333,18.72837809,13.09666663,13.24606316,8.136677798
3503,0.6875,0.625,0.375,0.6875,0.384615385,0.416666667,0,0,0,0,-0.181818182,0.25,1,0,0.25,2,1,0 days 00:45:45,-0.080854918,0.080854918,0,0.25,15,15,68,0,0,-0.181818182,11.77573236,17.81130108,8.720992681,11.09393291
3504,0.6875,0.625,0.375,0.6875,0.384615385,0.384615385,0,0,0,0,-0.121212121,0.25,1,0,0.5,2,1,0 days 00:46:24,-0.105053263,0.105053263,0,0.25,15,30,69,-0.375,0.375,-0.121212121,8.724636654,22.46344657,6.735212928,14.01199182
3505,0.6875,0.625,0.375,0.6875,0.37037037,0.384615385,0,0,0,0,0.636363636,0.75,1,0.25,0,2,0,0 days 00:46:59,-0.1358487,0.1358487,0,0.25,30,30,70,0,0,0.636363636,16.02473569,20.55993353,11.48642044,12.818013
3506,0.6875,0.625,0.375,0.6875,0.37037037,0.357142857,0,0,0,0,-0.333333333,0,1,0,0.25,2,1,0 days 00:47:18,0.000175742,-0.000175742,0,0.25,30,40,71,-0.25,0.25,-0.333333333,8.784340801,17.54284091,6.774070865,10.92554123
3507,0.6875,0.625,0.375,0.6875,0.37037037,0.4,0,0,0,0,-0.03030303,0.25,1,0.25,0,2,1,0 days 00:48:04,-0.103660845,0.103660845,0,0.25,40,40,72,0,0,-0.03030303,13.5024359,17.64633589,9.844803025,10.99045847
3508,0.6875,0.625,0.375,0.6875,0.357142857,0.4,0,0,0,0,0.484848485,0.75,1,0,0.25,2,0,0 days 00:48:53,-0.120788947,0.120788947,0,0.25,40,60,73,-0.5,0.5,0.484848485,9.932929461,24.92035855,7.521620048,15.55309021
3509,0.6875,0.625,0.375,0.6875,0.379310345,0.4,0,0,0,0,-0.181818182,0.5,0,0,0,2,0,0 days 00:49:17,-0.118896339,0.118896339,0,0.25,40,40,74,0,0,-0.181818182,8.667674622,14.08803243,6.698139672,8.758512131
3510,0.6875,0.625,0.375,0.6875,0.379310345,0.375,0,0,0,0,-0.181818182,0.25,1,0,0.25,2,1,0 days 00:49:42,0.027510409,-0.027510409,0,0.25,40,60,75,-0.5,0.5,-0.181818182,8.262075309,21.07474924,6.434158801,13.14093123
3511,0.6875,0.625,0.375,0.6875,0.4,0.375,0,0,0,0,0.121212121,0.5,1,0,0,2,0,0 days 00:50:35,0.009449521,-0.009449521,0,0.25,40,40,76,0,0,0.121212121,12.51331361,16.04279067,9.201041174,9.984634514
3512,0.6875,0.625,0.375,0.6875,0.4,0.411764706,0,0,0,0,-0.515151515,0.5,1,0,0.25,2,1,0 days 00:51:21,-0.126250473,0.126250473,0,0.25,40,60,77,-0.5,0.5,-0.515151515,5.705380091,21.08881549,4.770155412,13.14975428
3513,0.705882353,0.647058824,0.375,0.705882353,0.4,0.411764706,0,0,0,0,0.454545455,0.75,0,0,0,1,0,0 days 00:52:33,-0.145149516,0.145149516,0.25,0,0,0,78,0,0,0.454545455,17.67853987,14.19834664,12.56278486,8.827706738
3514,0.705882353,0.647058824,0.333333333,0.705882353,0.4,0.411764706,0,0,0,0,-0.484848485,0,1,0.25,0,1,1,0 days 00:52:56,-0.03539177,0.03539177,0.25,0,15,0,79,0.375,-0.375,-0.484848485,18.72712751,6.373943848,13.24524923,3.919848992
3515,0.666666667,0.611111111,0.333333333,0.666666667,0.4,0.411764706,0.333333333,0.333333333,-0.333333333,-0.333333333,0.03030303,1,0,0,0.25,1,0,0 days 00:53:54,-0.140918185,0.140918185,0.25,0,15,15,80,0,0,0.03030303,13.44011177,11.61117314,9.804239895,7.204901797
3516,0.684210526,0.631578947,0.333333333,0.684210526,0.4,0.411764706,0.333333333,0.333333333,-0.333333333,-0.333333333,0.424242424,1,0,0.25,0,1,0,0 days 00:54:15,-0.148407506,0.148407506,0.25,0,30,15,81,0.375,-0.375,0.424242424,20.16653661,9.81195979,14.18207643,6.076344972
3517,0.684210526,0.631578947,0.4,0.684210526,0.4,0.411764706,0.333333333,0.333333333,-0.333333333,-0.333333333,-0.454545455,0.75,1,0.5,0,1,1,0 days 00:54:32,-0.167211918,0.167211918,0.25,0,40,15,82,0.625,-0.625,-0.454545455,21.14571204,5.439954061,14.81936445,3.334003768
3518,0.684210526,0.631578947,0.4,0.684210526,0.4,0.388888889,0,0,0,0,-0.363636364,0.25,1,0,0,2,1,0 days 00:55:09,-0.094616882,0.094616882,0,0.25,0,0,83,0,0,-0.363636364,10.74434091,15.71065443,8.049720303,9.776302006
3519,0.684210526,0.631578947,0.4,0.684210526,0.4,0.368421053,0,0,0,0,-0.272727273,0,0,0.25,0,2,1,0 days 00:55:45,-0.106513275,0.106513275,0,0.25,15,0,84,0.375,-0.375,-0.272727273,13.77059329,11.34147318,10.01933099,7.035732457
3520,0.684210526,0.631578947,0.4,0.684210526,0.387096774,0.368421053,0,0,0,0,-0.151515152,1,0,0.5,0,2,0,0 days 00:56:28,-0.107121614,0.107121614,0,0.25,30,0,85,0.75,-0.75,-0.151515152,18.61250886,8.653344505,13.17065065,5.349603373
3521,0.684210526,0.631578947,0.4,0.684210526,0.387096774,0.35,0,0,0,0,-0.757575758,0.5,1,0.75,0,2,1,0 days 00:56:50,-0.098050614,0.098050614,0,0.25,40,0,86,1,-1,-0.757575758,20.54901893,5.051808759,14.4310118,3.090539573
3522,0.684210526,0.631578947,0.363636364,0.684210526,0.387096774,0.35,0,0,0,0,-0.484848485,0.25,1,0,0,1,1,0 days 00:58:45,-0.142959498,0.142959498,0.25,0,0,0,87,0,0,-0.484848485,14.17170731,10.39848402,10.28039264,6.444242376
3523,0.65,0.6,0.363636364,0.65,0.387096774,0.35,0.333333333,0.333333333,-0.333333333,-0.333333333,0.272727273,0.75,1,0.25,0,1,0,0 days 00:59:08,-0.142716163,0.142716163,0.25,0,15,0,88,0.375,-0.375,0.272727273,19.64990427,8.845920735,13.84583065,5.47039684
3524,0.666666667,0.619047619,0.363636364,0.666666667,0.387096774,0.35,0.333333333,0.333333333,-0.333333333,-0.333333333,0.060606061,1,1,0.5,0,1,0,0 days 00:59:59,-0.207875953,0.207875953,0.25,0,30,0,89,0.75,-0.75,0.060606061,22.9014,5.480163993,15.96203906,3.359225454
3525,0.681818182,0.636363636,0.363636364,0.681818182,0.387096774,0.35,0.333333333,0.333333333,-0.333333333,-0.333333333,0.454545455,0.5,1,0.75,0,1,0,0 days 01:00:35,-0.154599037,0.154599037,0.25,0,40,0,90,1,-1,0.454545455,27.88829261,4.277001037,19.2077158,2.604541321
3526,0.681818182,0.636363636,0.363636364,0.681818182,0.375,0.35,0,0,0,0,0.151515152,0.5,1,0,0,2,0,0 days 01:01:06,-0.076934516,0.076934516,0,0.25,0,0,91,0,0,0.151515152,12.04362859,16.54087361,8.895350667,10.2970571
3527,0.681818182,0.636363636,0.363636364,0.681818182,0.375,0.333333333,0,0,0,0,-0.272727273,0,1,0.25,0,2,1,0 days 01:01:31,-0.055940085,0.055940085,0,0.25,15,0,92,0.375,-0.375,-0.272727273,15.10077544,11.74016615,10.88506876,7.285812678
3528,0.681818182,0.636363636,0.363636364,0.681818182,0.375,0.363636364,0,0,0,0,-0.03030303,0.25,1,0.5,0,2,1,0 days 01:02:17,-0.14343265,0.14343265,0,0.25,30,0,93,0.75,-0.75,-0.03030303,20.6582205,11.27741807,14.50208471,6.99555388
3529,0.681818182,0.636363636,0.363636364,0.681818182,0.393939394,0.363636364,0,0,0,0,0.393939394,1,0,0,0.25,2,0,0 days 01:02:49,-0.171281025,0.171281025,0,0.25,30,15,94,0.375,-0.375,0.393939394,15.97171367,16.62826361,11.45191151,10.35187249
3530,0.681818182,0.636363636,0.363636364,0.681818182,0.393939394,0.347826087,0,0,0,0,-0.212121212,0,1,0,0.5,2,1,0 days 01:12:35,-0.116922619,0.116922619,0,0.25,30,30,95,0,0,-0.212121212,10.77994128,18.07288439,8.072890504,11.25801108
3531,0.681818182,0.636363636,0.363636364,0.681818182,0.382352941,0.347826087,0,0,0,0,0.454545455,1,0,0.25,0,2,0,0 days 01:13:25,-0.084856432,0.084856432,0,0.25,40,30,96,0.25,-0.25,0.454545455,16.88596597,16.22328371,12.04694486,10.09784879
3532,0.681818182,0.636363636,0.363636364,0.681818182,0.371428571,0.347826087,0,0,0,0,0.060606061,1,1,0,0.25,2,0,0 days 01:13:55,-0.117003731,0.117003731,0,0.25,40,40,97,0,0,0.060606061,12.2884374,18.39491341,9.054682402,11.46000383
3533,0.681818182,0.636363636,0.363636364,0.681818182,0.371428571,0.375,0,0,0,0,-0.363636364,0.25,1,0.25,0,2,1,0 days 01:14:40,-0.011747688,0.011747688,0,0.25,60,40,98,0.5,-0.5,-0.363636364,16.50304966,10.53773609,11.79772703,6.531588257
3534,0.681818182,0.636363636,0.363636364,0.681818182,0.371428571,0.36,0,0,0,0,-0.454545455,0.5,1,0,0,2,1,0 days 01:15:41,-0.038622722,0.038622722,0,0.25,40,40,99,0,0,-0.454545455,10.9988114,14.96549708,8.215340263,9.308901954
3535,0.681818182,0.636363636,0.363636364,0.681818182,0.388888889,0.36,0,0,0,0,0.484848485,0.75,0,0.25,0,2,0,0 days 01:16:15,0.227248148,-0.227248148,0,0.25,60,40,100,0.5,-0.5,0.484848485,20.97006673,11.52442991,14.70504719,7.150492096
3536,0.681818182,0.636363636,0.363636364,0.681818182,0.378378378,0.36,0,0,0,0,0.181818182,0.5,0,0,0,2,0,0 days 01:16:50,-0.143838209,0.143838209,0,0.25,40,40,101,0,0,0.181818182,10.61521169,16.16620005,7.965677645,10.06204306
3537,0.681818182,0.636363636,0.363636364,0.681818182,0.394736842,0.36,0,0,0,0,-0.242424242,0,1,0.25,0,2,0,0 days 01:17:11,-0.247323312,0.247323312,0,0.25,60,40,102,0.5,-0.5,-0.242424242,12.70322513,10.2523317,9.324643476,6.352568312
3538,0.681818182,0.636363636,0.363636364,0.681818182,0.384615385,0.36,0,0,0,0,0.333333333,1,1,0,0,2,0,0 days 01:17:46,-0.076339696,0.076339696,0,0.25,40,40,103,0,0,0.333333333,14.19571768,18.7937583,10.29601959,11.71017934
3539,0.681818182,0.636363636,0.363636364,0.681818182,0.375,0.36,0,0,0,0,0.454545455,0.5,1,0,0.25,2,0,0 days 01:18:11,0.050100038,-0.050100038,0,0.25,40,60,104,-0.5,0.5,0.454545455,10.45475176,22.81217551,7.861243664,14.2307321
3540,0.695652174,0.652173913,0.363636364,0.695652174,0.375,0.36,0,0,0,0,0.090909091,1,0,0,0,1,0,0 days 01:20:06,-0.158303142,0.158303142,0.25,0,0,0,105,0,0,0.090909091,15.89466276,12.20442884,11.40176358,7.577021515
3541,0.695652174,0.652173913,0.416666667,0.695652174,0.375,0.36,0,0,0,0,-0.242424242,0.25,1,0.25,0,1,1,0 days 01:20:27,-0.147947872,0.147947872,0.25,0,15,0,106,0.375,-0.375,-0.242424242,20.24274113,8.684701978,14.23167349,5.369272352
3542,0.708333333,0.666666667,0.416666667,0.708333333,0.375,0.36,0,0,0,0,0.03030303,1,0,0.5,0,1,0,0 days 01:20:54,-0.202333315,0.202333315,0.25,0,30,0,107,0.75,-0.75,0.03030303,24.09153101,5.784631411,16.73662573,3.550202684
3543,0.68,0.64,0.416666667,0.68,0.375,0.36,0.333333333,0.333333333,-0.333333333,-0.333333333,0.424242424,1,0,0.75,0,1,0,0 days 01:21:17,-0.137403342,0.137403342,0.25,0,40,0,108,1,-1,0.424242424,28.06006143,3.900192342,19.31951008,2.368188015
3544,0.68,0.64,0.416666667,0.68,0.365853659,0.36,0.333333333,0.333333333,-0.333333333,-0.333333333,0.090909091,0.5,1,0,0,2,0,0 days 01:21:58,-0.054209701,0.054209701,0,0.25,0,0,109,0,0,0.090909091,10.45762123,14.5982614,7.863111237,9.078553328
3545,0.68,0.64,0.416666667,0.68,0.365853659,0.346153846,0.333333333,0.333333333,-0.333333333,-0.333333333,-0.272727273,0.25,1,0.25,0,2,1,0 days 01:22:22,-0.218420483,0.218420483,0,0.25,15,0,110,0.375,-0.375,-0.272727273,13.05173402,12.06554722,9.551467533,7.489908001
3546,0.68,0.64,0.416666667,0.68,0.357142857,0.346153846,0,0,0,0,0.545454545,0.75,1,0.5,0,2,0,0 days 01:23:02,-0.177432001,0.177432001,0,0.25,30,0,111,0.75,-0.75,0.545454545,22.89693362,13.53993802,15.95913215,8.414719836
3547,0.68,0.64,0.416666667,0.68,0.372093023,0.346153846,0,0,0,0,0.272727273,0.25,0,0.75,0,2,0,0 days 01:23:37,-0.160871681,0.160871681,0,0.25,40,0,112,1,-1,0.272727273,22.37182954,7.552314765,15.61737262,4.658982315
3548,0.68,0.64,0.416666667,0.68,0.386363636,0.346153846,0,0,0,0,0.121212121,1,0,0,0.25,2,0,0 days 01:23:57,-0.154342184,0.154342184,0,0.25,40,15,113,0.625,-0.625,0.121212121,16.90704595,12.5930118,12.06066459,7.820760234
3549,0.68,0.64,0.416666667,0.68,0.386363636,0.37037037,0,0,0,0,0,0.5,1,0,0.5,2,1,0 days 01:24:17,-0.203117396,0.203117396,0,0.25,40,30,114,0.25,-0.25,0,14.89460081,18.93965817,10.75088174,11.80169505
3550,0.68,0.64,0.416666667,0.68,0.386363636,0.357142857,0,0,0,0,-0.272727273,0.5,1,0,0.75,2,1,0 days 01:24:52,-0.103647326,0.103647326,0,0.25,40,40,115,0,0,-0.272727273,11.86077392,19.74002629,8.776341255,12.30372607
3551,0.692307692,0.653846154,0.416666667,0.692307692,0.386363636,0.357142857,0,0,0,0,0.424242424,0.75,1,0,0,1,0,0 days 01:27:13,-0.129305683,0.129305683,0.25,0,0,0,117,0,0,0.424242424,18.8983309,14.56954216,13.3566755,9.060539178
3552,0.692307692,0.653846154,0.461538462,0.692307692,0.386363636,0.357142857,0,0,0,0,-0.666666667,0,1,0.25,0,1,1,0 days 01:27:51,-0.167752663,0.167752663,0.25,0,15,0,118,0.375,-0.375,-0.666666667,17.26324774,5.821385228,12.2924955,3.573256521
3553,0.666666667,0.62962963,0.461538462,0.666666667,0.386363636,0.357142857,0.333333333,0.333333333,-0.333333333,-0.333333333,0.515151515,0.75,0,0.5,0,1,0,0 days 01:28:33,-0.142580977,0.142580977,0.25,0,30,0,119,0.75,-0.75,0.515151515,24.94203584,6.062226603,17.29016958,3.724324307
3554,0.666666667,0.62962963,0.428571429,0.666666667,0.386363636,0.357142857,0.333333333,0.333333333,-0.333333333,-0.333333333,0.121212121,0.75,1,0.75,0,1,1,0 days 01:28:49,-0.112542584,0.112542584,0.25,0,40,0,120,1,-1,0.121212121,29.20123254,4.730162644,20.06223161,2.888787003
3555,0.666666667,0.62962963,0.4,0.666666667,0.386363636,0.357142857,0.333333333,0.333333333,-0.333333333,-0.333333333,-0.181818182,0,1,0,0.25,1,1,0 days 01:29:25,-0.157316282,0.157316282,0.25,0,40,15,121,0.625,-0.625,-0.181818182,19.10473179,5.943501885,13.49100977,3.649854211
3556,0.678571429,0.642857143,0.4,0.678571429,0.386363636,0.357142857,0,0,0,0,0.424242424,0.75,1,0,0.5,1,0,0 days 01:29:54,-0.095833559,0.095833559,0.25,0,40,30,122,0.25,-0.25,0.424242424,21.07289032,14.19448487,14.77196905,8.825284438
3557,1,1,1,1,1,1,0,0,0,0,0.424242424,0.75,1,0,0,1,0,0 days 00:00:00,-0.134740172,0.134740172,0.25,0,0,0,1,0,0,0.424242424,25.52821312,23.50017998,17.67167809,14.662283
3558,1,1,1,1,1,1,0,0,0,0,-0.393939394,0.5,1,0.25,0,1,1,0 days 00:00:21,-0.156924242,0.156924242,0.25,0,15,0,2,0.375,-0.375,-0.393939394,26.48198961,17.31685804,18.29243543,10.78379345
3559,1,1,1,1,1,1,0,0,0,0,0.333333333,1,1,0.5,0,1,0,0 days 00:00:59,-0.155667009,0.155667009,0.25,0,30,0,3,0.75,-0.75,0.333333333,33.83834299,17.19232284,23.0802556,10.70567873
3560,1,1,1,1,1,1,0,0,0,0,0.393939394,0.75,1,0,0,1,0,0 days 00:02:01,-0.17744552,0.17744552,0.25,0,40,15,5,0.625,-0.625,0.393939394,30.42164193,18.24917542,20.85652471,11.36858966
